Name of the Instrument,ISIN,Rating,Quantity,"Market/Fair Value
 (Rs. in Lakhs)","% to Net
 Assets",AMC Name,Scheme Name,Industry / Rating
7.26% Government of India (14/01/2029),IN0020180454,Sovereign,200000.0,207.744,0.0002,Axis Mutual Fund,AXISSTF,
7.53% Haryana State Development Loans (24/05/2027),IN1620170010,Sovereign,200000.0,203.877,0.0002,Axis Mutual Fund,AXISSTF,
7.52% Uttar Pradesh State Development Loans (24/05/2027),IN3320170043,Sovereign,200000.0,203.8748,0.0002,Axis Mutual Fund,AXISSTF,
6.1% Government of India (12/07/2031),IN0020210095,Sovereign,200000.0,196.7688,0.0002,Axis Mutual Fund,AXISSTF,
7.26% Government of India (06/02/2033),IN0020220151,Sovereign,150000.0,155.1477,0.0001,Axis Mutual Fund,AXISSTF,
7.1% Government of India (08/04/2034),IN0020240019,Sovereign,125200.0,128.6001,0.0001,Axis Mutual Fund,AXISSTF,
6.79% Government of India (07/10/2034),IN0020240126,Sovereign,126700.0,127.6551,0.0001,Axis Mutual Fund,AXISSTF,
6.92% Government of India (18/11/2039),IN0020240134,Sovereign,127200.0,126.6533,0.0001,Axis Mutual Fund,AXISSTF,
7.64% Food Corporation Of India (12/12/2029) ,INE861G08050,CRISIL AAA(CE),10.0,101.8618,0.0001,Axis Mutual Fund,AXISSTF,
6.79% Government of India (26/12/2029),IN0020160118,Sovereign,68700.0,70.0656,0.0001,Axis Mutual Fund,AXISSTF,
7.23% Tamilnadu State Development Loans (14/06/2027),IN3120170045,Sovereign,50000.0,50.826,$0.00%,Axis Mutual Fund,AXISSTF,
7.90% Bajaj Housing Finance Limited (28/04/2028) ,INE377Y07417,CRISIL AAA,5.0,50.8208,$0.00%,Axis Mutual Fund,AXISSTF,
8.3774% HDB Financial Services Limited (24/04/2026) ,INE756I07ER5,CRISIL AAA,50.0,50.157,$0.00%,Axis Mutual Fund,AXISSTF,
8.60% Government of India (02/06/2028),IN0020140011,Sovereign,35000.0,37.1397,$0.00%,Axis Mutual Fund,AXISSTF,
7.18% Government of India (24/07/2037),IN0020230077,Sovereign,31100.0,31.8217,$0.00%,Axis Mutual Fund,AXISSTF,
7.59% Government of India (20/03/2029),IN0020150069,Sovereign,20800.0,21.8201,$0.00%,Axis Mutual Fund,AXISSTF,
7.16% Rajasthan State Development Loans (16/10/2029),IN2920190237,Sovereign,17200.0,17.4796,$0.00%,Axis Mutual Fund,AXISSTF,
8.97% Government of India (05/12/2030),IN0020110055,Sovereign,9000.0,9.9752,$0.00%,Axis Mutual Fund,AXISSTF,
7.45% Bihar State Development Loans (10/09/2034),IN1320250104,Sovereign,7600.0,7.6371,$0.00%,Axis Mutual Fund,AXISSTF,
5.79% Government of India (11/05/2030),IN0020200070,Sovereign,6600.0,6.4605,$0.00%,Axis Mutual Fund,AXISSTF,
7.88% Government of India (19/03/2030),IN0020150028,Sovereign,200.0,0.2123,$0.00%,Axis Mutual Fund,AXISSTF,
Sub Total,,,,1084754.3973,0.8484,Axis Mutual Fund,AXISSTF,
(b) Privately placed / Unlisted,,,,NIL,NIL,Axis Mutual Fund,AXISSTF,
Sub Total,,,,NIL,NIL,Axis Mutual Fund,AXISSTF,
(a) Listed / awaiting listing on Stock Exchange,,,,NIL,NIL,Axis Mutual Fund,AXISSTF,
Sub Total,,,,NIL,NIL,Axis Mutual Fund,AXISSTF,
(b) Privately placed / Unlisted,,,,,,Axis Mutual Fund,AXISSTF,
7.7954% Reliance Life Sciences Private Limited (05/11/2027) #,INE11LM07031,CARE AAA,750.0,7567.9875,0.0059,Axis Mutual Fund,AXISSTF,
Sub Total,,,,7567.9875,0.0059,Axis Mutual Fund,AXISSTF,
(c) Securitised Debt,,,,,,Axis Mutual Fund,AXISSTF,
Siddhivinayak Securitisation Trust (28/09/2030) ,INE2I7F15012,CRISIL AAA(SO),213.0,21540.2908,0.0168,Axis Mutual Fund,AXISSTF,
Shivshakti Securitisation Trust (28/09/2029) ,INE2I7G15010,CRISIL AAA(SO),118.0,11919.2196,0.0093,Axis Mutual Fund,AXISSTF,
India Universal Trust (20/09/2030) ,INE16J715035,IND AAA(SO),128.0,11806.2003,0.0092,Axis Mutual Fund,AXISSTF,
Radhakrishna Securitisation Trust (28/09/2028) ,INE2I7H15018,CRISIL AAA(SO),74.0,7456.0701,0.0058,Axis Mutual Fund,AXISSTF,
Sansar Trust (25/04/2031) ,INE1WMT15017,CRISIL AAA(SO),500000000.0,5004,0.0039,Axis Mutual Fund,AXISSTF,
India Universal Trust (21/11/2030) ,INE1CBK15037,CRISIL AAA(SO),51.0,4880.9983,0.0038,Axis Mutual Fund,AXISSTF,
Sansar Trust (25/06/2030) ,INE0YWN15017,CRISIL AAA(SO),1000000000.0,4202,0.0033,Axis Mutual Fund,AXISSTF,
India Universal Trust (21/11/2027) ,INE1CBK15029,CRISIL AAA(SO),48.0,3576.6498,0.0028,Axis Mutual Fund,AXISSTF,
India Universal Trust (20/07/2027) ,INE16J715027,IND AAA(SO),34.0,2798.7287,0.0022,Axis Mutual Fund,AXISSTF,
Sansar Trust (17/03/2028) ,INE0RVR15014,CRISIL AAA(SO),450000000.0,1451.7,0.0011,Axis Mutual Fund,AXISSTF,
India Universal Trust (20/09/2026) ,INE16J715019,IND AAA(SO),12.0,303.425,0.0002,Axis Mutual Fund,AXISSTF,
Sub Total,,,,74939.2826,0.0586,Axis Mutual Fund,AXISSTF,
Total,,,,1167261.6674,0.913,Axis Mutual Fund,AXISSTF,
Money Market Instruments,,,,,,Axis Mutual Fund,AXISSTF,
Certificate of Deposit,,,,,,Axis Mutual Fund,AXISSTF,
HDFC Bank Limited (13/11/2026) ,INE040A16HW5,CARE A1+,2000.0,9434.11,0.0074,Axis Mutual Fund,AXISSTF,
Small Industries Dev Bank of India (04/12/2026) ,INE556F16BS0,CARE A1+,2000.0,9395.41,0.0073,Axis Mutual Fund,AXISSTF,
Small Industries Dev Bank of India (16/12/2026) ,INE556F16BT8,CARE A1+,2000.0,9375.92,0.0073,Axis Mutual Fund,AXISSTF,
Small Industries Dev Bank of India (27/10/2026) ,INE556F16BN1,CARE A1+,1000.0,4728.835,0.0037,Axis Mutual Fund,AXISSTF,
Canara Bank (20/02/2026) ,INE476A16A57,CRISIL A1+,500.0,2474.28,0.0019,Axis Mutual Fund,AXISSTF,
Small Industries Dev Bank of India (27/02/2026),INE556F16BB6,CARE A1+,200.0,988.554,0.0008,Axis Mutual Fund,AXISSTF,
HDFC Bank Limited (24/03/2026) ,INE040A16GS5,CRISIL A1+,200.0,984.442,0.0008,Axis Mutual Fund,AXISSTF,
Sub Total,,,,37381.551,0.0292,Axis Mutual Fund,AXISSTF,
Commercial Paper,,,,,,Axis Mutual Fund,AXISSTF,
Small Industries Dev Bank of India (06/03/2026) ,INE556F14LU0,CRISIL A1+,1000.0,4936.9,0.0039,Axis Mutual Fund,AXISSTF,
Sub Total,,,,4936.9,0.0039,Axis Mutual Fund,AXISSTF,
Total,,,,42318.451,0.0331,Axis Mutual Fund,AXISSTF,
Others,,,,,,Axis Mutual Fund,AXISSTF,
Alternative Investment Fund Units,,,,,,Axis Mutual Fund,AXISSTF,
SBI - Corporate Debt Market Development Fund (CDMDF) - Class A2,INF0RQ622028,,27480.142,3169.8119,0.0025,Axis Mutual Fund,AXISSTF,
Sub Total,,,,3169.8119,0.0025,Axis Mutual Fund,AXISSTF,
Total,,,,3169.8119,0.0025,Axis Mutual Fund,AXISSTF,
Reverse Repo / TREPS,,,,,,Axis Mutual Fund,AXISSTF,
Clearing Corporation of India Ltd,,,,17712.4732,0.0139,Axis Mutual Fund,AXISSTF,
Sub Total,,,,17712.4732,0.0139,Axis Mutual Fund,AXISSTF,
Total,,,,17712.4732,0.0139,Axis Mutual Fund,AXISSTF,
Net Receivables / (Payables),,,,48063.1165,0.0375,Axis Mutual Fund,AXISSTF,
GRAND TOTAL,,,,1278525.52,1,Axis Mutual Fund,AXISSTF,
,,,,,,Axis Mutual Fund,AXISSTF,
#Unlisted Security,,,,,,Axis Mutual Fund,AXISSTF,
"FRN - Floating Rate Note , ZCB - Zero Coupon Bond",,,,,,Axis Mutual Fund,AXISSTF,
,,,,,,Axis Mutual Fund,AXISSTF,
$  Less Than 0.01% of Net Asset Value ,,,,,,Axis Mutual Fund,AXISSTF,
"As per SEBI Circular no. SEBI/HO/IMD/PoD1/CIR/P/2024/106 dated August 05, 2024, valuation of AT-1 Bonds are done on Yield to Call basis w.e.f. August 07, 2024. YTC of AT-1 Bonds are now same as it’s YTM and hence it is not disclosed separately under YTC.",,,,,,Axis Mutual Fund,AXISSTF,
,,,,,,Axis Mutual Fund,AXISSTF,
,,,,,,Axis Mutual Fund,AXISSTF,
,,,,,,Axis Mutual Fund,AXISSTF,
,,,,,,Axis Mutual Fund,AXISSTF,
,,,,,,Axis Mutual Fund,AXISSTF,
,Benchmark Name - NIFTY SHORT DURATION DEBT INDEX A-II,,,,,Axis Mutual Fund,AXISSTF,
Scheme Risk-O-Meter,Benchmark Risk-O-Meter,,,,,Axis Mutual Fund,AXISSTF,
Derivatives,,,,,,Axis Mutual Fund,AXISTAA,
Interest Rate Swaps,,,,,,Axis Mutual Fund,AXISTAA,
Interest Rate Swaps Pay Fix Receive Floating -ICISECPD (16/09/2027) (FV 2500 Lacs),,,,3.11,$0.00%,Axis Mutual Fund,AXISTAA,
Interest Rate Swaps Pay Fix Receive Floating -ICISECPD (17/12/2026) (FV 15000 Lacs),,,,2.145,$0.00%,Axis Mutual Fund,AXISTAA,
Interest Rate Swaps Pay Fix Receive Floating -ICICI BANK (19/12/2026) (FV 10000 Lacs),,,,-0.39,$0.00%,Axis Mutual Fund,AXISTAA,
Interest Rate Swaps Pay Fix Receive Floating -ICICI BANK (14/07/2027) (FV 5000 Lacs),,,,-1.53,$0.00%,Axis Mutual Fund,AXISTAA,
Interest Rate Swaps Pay Floating Receive Fix -BARC (04/12/2027) (FV 5000 Lacs),,,,-4.685,$0.00%,Axis Mutual Fund,AXISTAA,
Interest Rate Swaps Pay Fix Receive Floating -ICISECPD (19/03/2026) (FV 5000 Lacs),,,,-6.245,$0.00%,Axis Mutual Fund,AXISTAA,
Interest Rate Swaps Pay Fix Receive Floating -ICICI BANK (07/03/2026) (FV 5000 Lacs),,,,-6.25,$0.00%,Axis Mutual Fund,AXISTAA,
Interest Rate Swaps Pay Fix Receive Floating -ICISECPD (06/03/2026) (FV 5000 Lacs),,,,-6.34,$0.00%,Axis Mutual Fund,AXISTAA,
Interest Rate Swaps Pay Fix Receive Floating -ICICI BANK (04/04/2027) (FV 2500 Lacs),,,,-9.8,$0.00%,Axis Mutual Fund,AXISTAA,
Interest Rate Swaps Pay Floating Receive Fix -DBS (06/11/2027) (FV 5000 Lacs),,,,-10.22,$0.00%,Axis Mutual Fund,AXISTAA,
Interest Rate Swaps Pay Fix Receive Floating -ICICI BANK (20/03/2026) (FV 10000 Lacs),,,,-12.24,$0.00%,Axis Mutual Fund,AXISTAA,
Interest Rate Swaps Pay Fix Receive Floating -ICICI BANK (10/03/2027) (FV 2500 Lacs),,,,-14.6875,$0.00%,Axis Mutual Fund,AXISTAA,
Interest Rate Swaps Pay Fix Receive Floating -ICISECPD (07/02/2027) (FV 2500 Lacs),,,,-17.035,$0.00%,Axis Mutual Fund,AXISTAA,
Sub Total,,,,-84.1675,-0.0001,Axis Mutual Fund,AXISTAA,
Total,,,,-84.1675,-0.0001,Axis Mutual Fund,AXISTAA,
Debt Instruments,,,,,,Axis Mutual Fund,AXISTAA,
(a) Listed / awaiting listing on Stock Exchange,,,,,,Axis Mutual Fund,AXISTAA,
7.43% Small Industries Dev Bank of India (31/08/2026) ,INE556F08KH1,CRISIL AAA,23000.0,23075.693,0.031,Axis Mutual Fund,AXISTAA,
7.50% National Bank For Agriculture and Rural Development (31/08/2026),INE261F08EA6,CRISIL AAA,21500.0,21566.1125,0.029,Axis Mutual Fund,AXISTAA,
7.48% National Bank For Agriculture and Rural Development (15/09/2028),INE261F08EO7,CRISIL AAA,20000.0,20271.7,0.0273,Axis Mutual Fund,AXISTAA,
4.04% Government of India (04/10/2028),IN0020210160,Sovereign,17425000.0,17578.5317,0.0237,Axis Mutual Fund,AXISTAA,
7.44% Small Industries Dev Bank of India (04/09/2026),INE556F08KI9,CRISIL AAA,16960.0,17018.3933,0.0229,Axis Mutual Fund,AXISTAA,
7.55% Poonawalla Fincorp Limited (25/03/2027) ,INE511C07946,CRISIL AAA,14000.0,14000.406,0.0188,Axis Mutual Fund,AXISTAA,
8.75% Motilal Oswal Finvest Limited (29/10/2027),INE01WN07136,ICRA AA+,12500.0,12598.6875,0.017,Axis Mutual Fund,AXISTAA,
9% Piramal Finance Limited (28/06/2027) ,INE202B07JT0,CARE AA,12500.0,12567.525,0.0169,Axis Mutual Fund,AXISTAA,
7.59% REC Limited (31/05/2027) ,INE020B08FA2,CRISIL AAA,10000.0,10109.57,0.0136,Axis Mutual Fund,AXISTAA,
7.74% LIC Housing Finance Limited (22/10/2027),INE115A07QZ8,CRISIL AAA,10000.0,10109.14,0.0136,Axis Mutual Fund,AXISTAA,
7.60% Poonawalla Fincorp Limited (28/05/2027) ,INE511C07870,CRISIL AAA,10000.0,9990.5,0.0134,Axis Mutual Fund,AXISTAA,
7.53% National Bank For Agriculture and Rural Development (24/03/2028) ,INE261F08EM1,ICRA AAA,9000.0,9118.692,0.0123,Axis Mutual Fund,AXISTAA,
7.70% REC Limited (31/08/2026) ,INE020B08FC8,ICRA AAA,9000.0,9049.221,0.0122,Axis Mutual Fund,AXISTAA,
7.70% National Bank For Agriculture and Rural Development (30/09/2027) ,INE261F08EI9,ICRA AAA,8500.0,8615.532,0.0116,Axis Mutual Fund,AXISTAA,
JTPM Metal Traders Limited (29/09/2028) (ZCB) ,INE02PE08036,CRISIL AA,7500.0,7715.2725,0.0104,Axis Mutual Fund,AXISTAA,
7.29% West Bengal State Development Loans (28/12/2026),IN3420160126,Sovereign,7428400.0,7531.4096,0.0101,Axis Mutual Fund,AXISTAA,
7.7201% LIC Housing Finance Limited (12/02/2026) ,INE115A07QB9,CRISIL AAA,750.0,7509.765,0.0101,Axis Mutual Fund,AXISTAA,
6.73% Power Finance Corporation Limited (15/10/2027) ,INE134E08NW3,CRISIL AAA,7500.0,7499.055,0.0101,Axis Mutual Fund,AXISTAA,
Jubilant Beverages Limited (31/05/2028) (ZCB) ,INE1D4O08012,CRISIL AA,6500.0,6928.129,0.0093,Axis Mutual Fund,AXISTAA,
7.1% West Bangal State Development Loans (14/12/2026),IN3420160118,Sovereign,6634700.0,6711.4568,0.009,Axis Mutual Fund,AXISTAA,
7.55% Small Industries Dev Bank of India (22/09/2026) ,INE556F08KJ7,CRISIL AAA,6500.0,6530.0885,0.0088,Axis Mutual Fund,AXISTAA,
7.86% Karnataka State Development Loans (15/03/2027),IN1920160117,Sovereign,6000000.0,6133.938,0.0083,Axis Mutual Fund,AXISTAA,
8.4% DLF Cyber City Developers Limited (18/06/2027) ,INE186K07098,ICRA AAA,5100.0,5175.6381,0.007,Axis Mutual Fund,AXISTAA,
8.65% Bharti Telecom Limited (05/11/2027),INE403D08231,CRISIL AAA,5000.0,5104.25,0.0069,Axis Mutual Fund,AXISTAA,
7.74% Tamilnadu State Development Loans (01/03/2027),IN3120161309,Sovereign,5000000.0,5101.405,0.0069,Axis Mutual Fund,AXISTAA,
7.59% Karnataka State Development Loans (29/03/2027),IN1920160125,Sovereign,5000000.0,5098.7,0.0069,Axis Mutual Fund,AXISTAA,
8.52% Muthoot Finance Limited (07/04/2028) ,INE414G07JN3,CRISIL AA+,5000.0,5066.925,0.0068,Axis Mutual Fund,AXISTAA,
7.79% Small Industries Dev Bank of India (14/05/2027) ,INE556F08KM1,CRISIL AAA,5000.0,5066.64,0.0068,Axis Mutual Fund,AXISTAA,
7.7165% Nexus Select Trust - REIT (14/06/2028) ,INE0NDH07035,CRISIL AAA,5000.0,5058.46,0.0068,Axis Mutual Fund,AXISTAA,
7.9% LIC Housing Finance Limited (23/06/2027) ,INE115A07PV9,CRISIL AAA,500.0,5055.805,0.0068,Axis Mutual Fund,AXISTAA,
8.18% Haryana Uday Bond (15/06/2026),IN1620160052,Sovereign,5000000.0,5055.11,0.0068,Axis Mutual Fund,AXISTAA,
7.8% National Bank For Agriculture and Rural Development (15/03/2027) ,INE261F08EF5,ICRA AAA,5000.0,5053.525,0.0068,Axis Mutual Fund,AXISTAA,
8.33% Tata Projects Limited (24/06/2027) ,INE725H08188,IND AA,5000.0,5049.265,0.0068,Axis Mutual Fund,AXISTAA,
8.10% Godrej Industries Limited (22/05/2028) ,INE233A08154,CRISIL AA+,5000.0,5047.1,0.0068,Axis Mutual Fund,AXISTAA,
7.98% Bajaj Housing Finance Limited (09/09/2026) ,INE377Y07490,CRISIL AAA,5000.0,5029.67,0.0068,Axis Mutual Fund,AXISTAA,
8.55% Nomura Capital India Pvt Limited (30/04/2026) ,INE357L07465,IND AAA,5000.0,5021.265,0.0068,Axis Mutual Fund,AXISTAA,
8.46% Aditya Birla Capital Limited (26/02/2027) (FRN) ,INE860H07IX6,ICRA AAA,5000.0,5014.52,0.0067,Axis Mutual Fund,AXISTAA,
8.15% Godrej Properties Limited (03/07/2026) ,INE484J08048,ICRA AA+,5000.0,5013.795,0.0067,Axis Mutual Fund,AXISTAA,
7.27% Tata Capital Housing Finance Limited (25/04/2028) ,INE033L07IN3,CRISIL AAA,5000.0,5008.125,0.0067,Axis Mutual Fund,AXISTAA,
7.88% Muthoot Finance Limited (22/11/2028),INE414G07JS2,CRISIL AA+,5000.0,5002.115,0.0067,Axis Mutual Fund,AXISTAA,
6.60% REC Limited (30/06/2027) ,INE020B08FZ9,ICRA AAA,5000.0,4988.545,0.0067,Axis Mutual Fund,AXISTAA,
6.52% REC Limited (31/01/2028),INE020B08FW6,ICRA AAA,5000.0,4976.72,0.0067,Axis Mutual Fund,AXISTAA,
7.59% Karnataka State Development Loans (15/02/2027),IN1920160091,Sovereign,4500000.0,4580.631,0.0062,Axis Mutual Fund,AXISTAA,
8.52% Muthoot Finance Limited (26/05/2028) ,INE414G07JO1,CRISIL AA+,4500.0,4562.8335,0.0061,Axis Mutual Fund,AXISTAA,
8.75% Piramal Finance Limited (29/10/2027) ,INE202B07JW4,ICRA AA,4500.0,4509.1305,0.0061,Axis Mutual Fund,AXISTAA,
8.75% 360 One Prime Limited (10/09/2027) ,INE248U07GA9,ICRA AA,4500.0,4495.329,0.006,Axis Mutual Fund,AXISTAA,
8.60% Muthoot Finance Limited (02/03/2028) ,INE414G07JM5,CRISIL AA+,4000.0,4058.128,0.0055,Axis Mutual Fund,AXISTAA,
6.92% DLF Cyber City Developers Limited (28/07/2028) ,INE186K07122,CRISIL AAA,3500.0,3491.866,0.0047,Axis Mutual Fund,AXISTAA,
Jubilant Bevco Limited (31/05/2028) (ZCB) ,INE1D4P08019,CRISIL AA,3000.0,3214.398,0.0043,Axis Mutual Fund,AXISTAA,
8.65% Aadhar Housing Finance Limited (20/08/2027) ,INE883F07330,ICRA AA,3000.0,3042.849,0.0041,Axis Mutual Fund,AXISTAA,
8.49% Kerala State Development Loans (10/02/2026),IN2020150156,Sovereign,3030000.0,3041.114,0.0041,Axis Mutual Fund,AXISTAA,
7.88% IndiGRID Infrastructure Trust (30/04/2029) ,INE219X07439,CRISIL AAA,2500.0,2560.7975,0.0034,Axis Mutual Fund,AXISTAA,
7.68% Small Industries Dev Bank of India (10/08/2027) ,INE556F08KP4,CRISIL AAA,2500.0,2532.7725,0.0034,Axis Mutual Fund,AXISTAA,
7.19% Gujarat State Development Loans (25/01/2027),IN1520160186,Sovereign,2500000.0,2532.3075,0.0034,Axis Mutual Fund,AXISTAA,
7.1% Bihar State Development Loans (14/12/2026),IN1320160121,Sovereign,2500000.0,2528.8325,0.0034,Axis Mutual Fund,AXISTAA,
8.60% Aditya Birla Renewables Limited (24/09/2027) ,INE01QP08016,CRISIL AA,2500.0,2527.705,0.0034,Axis Mutual Fund,AXISTAA,
8.53% Uttar Pradesh State Development Loans (10/02/2026),IN3320150375,Sovereign,2500000.0,2509.1725,0.0034,Axis Mutual Fund,AXISTAA,
7.2337% Bajaj Finance Limited (28/06/2027) ,INE296A07TK2,CRISIL AAA,2500.0,2498.5325,0.0034,Axis Mutual Fund,AXISTAA,
7.123% Tata Capital Housing Finance Limited (21/07/2027) ,INE033L07IO1,CRISIL AAA,2500.0,2498.26,0.0034,Axis Mutual Fund,AXISTAA,
7.3% Bharti Telecom Limited (01/12/2027),INE403D08306,CRISIL AAA,2500.0,2495.295,0.0034,Axis Mutual Fund,AXISTAA,
6.90% LIC Housing Finance Limited (17/09/2027) ,INE115A07RH4,CRISIL AAA,2500.0,2492.3325,0.0034,Axis Mutual Fund,AXISTAA,
Power Finance Corporation Limited (25/08/2026) (ZCB) ,INE134E08MS3,CRISIL AAA,2500.0,2390.4475,0.0032,Axis Mutual Fund,AXISTAA,
7.83% National Bank For Agriculture and Rural Development (30/12/2026) ,INE261F08ED0,CRISIL AAA,2000.0,2019.176,0.0027,Axis Mutual Fund,AXISTAA,
7.22% Embassy Office Parks REIT (16/05/2028) ,INE041007175,CRISIL AAA,2000.0,2001.598,0.0027,Axis Mutual Fund,AXISTAA,
7.05% Embassy Office Parks REIT (18/10/2026) ,INE041007084,CRISIL AAA,200.0,2001.508,0.0027,Axis Mutual Fund,AXISTAA,
8.05% Muthoot Finance Limited (25/11/2027) ,INE414G07JQ6,CRISIL AA+,1500.0,1506.2055,0.002,Axis Mutual Fund,AXISTAA,
8.27% Haryana State Development Loans (23/12/2025),IN1620150111,Sovereign,1500000.0,1500.342,0.002,Axis Mutual Fund,AXISTAA,
6.09% Power Finance Corporation Limited (27/08/2026) ,INE134E08LK2,CRISIL AAA,150.0,1492.2975,0.002,Axis Mutual Fund,AXISTAA,
6.90% Government of India (04/02/2026),IN0020089069,Sovereign,1050000.0,1051.3776,0.0014,Axis Mutual Fund,AXISTAA,
09.15% Shriram Finance Limited (28/06/2029) ,INE721A07SD6,CRISIL AA+,1000.0,1043.209,0.0014,Axis Mutual Fund,AXISTAA,
8.95% Muthoot Finance Limited (03/05/2027) ,INE414G07JD4,CRISIL AA+,1000.0,1013.924,0.0014,Axis Mutual Fund,AXISTAA,
7.35% Bharti Telecom Limited (15/10/2027) ,INE403D08272,CRISIL AAA,1000.0,998.791,0.0013,Axis Mutual Fund,AXISTAA,
7.58% National Bank For Agriculture and Rural Development (31/07/2026),INE261F08DX0,CRISIL AAA,500.0,501.639,0.0007,Axis Mutual Fund,AXISTAA,
8.0736% HDB Financial Services Limited (17/04/2026) ,INE756I07EP9,CRISIL AAA,500.0,501.009,0.0007,Axis Mutual Fund,AXISTAA,
8.15% Samvardhana Motherson International Limited (23/01/2026) ,INE775A08089,IND AAA,500.0,500.492,0.0007,Axis Mutual Fund,AXISTAA,
6.89% Bihar State Development Loans (23/11/2026),IN1320160113,Sovereign,476000.0,480.3054,0.0006,Axis Mutual Fund,AXISTAA,
6.88% West Bangal State Development Loans (23/11/2026),IN3420160100,Sovereign,476000.0,480.2155,0.0006,Axis Mutual Fund,AXISTAA,
8% Government of India (23/03/2026),IN0020089077,Sovereign,440000.0,442.4807,0.0006,Axis Mutual Fund,AXISTAA,
6.43% Assam State Development Loans (17/03/2026),IN1220200340,Sovereign,323000.0,323.6047,0.0004,Axis Mutual Fund,AXISTAA,
7.9265% LIC Housing Finance Limited (14/07/2027) ,INE115A07QS3,CRISIL AAA,250.0,252.9218,0.0003,Axis Mutual Fund,AXISTAA,
7.95% Government of India (18/02/2026),IN0020079037,Sovereign,200000.0,200.6528,0.0003,Axis Mutual Fund,AXISTAA,
8.48% Rajasthan State Development Loans (10/02/2026),IN2920150249,Sovereign,70000.0,70.2535,0.0001,Axis Mutual Fund,AXISTAA,
8.75% Shriram Finance Limited (05/10/2026) ,INE721A07RQ0,CRISIL AA+,50.0,50.4282,0.0001,Axis Mutual Fund,AXISTAA,
Sub Total,,,,434211.5617,0.5842,Axis Mutual Fund,AXISTAA,
(b) Privately placed / Unlisted,,,,NIL,NIL,Axis Mutual Fund,AXISTAA,
Sub Total,,,,NIL,NIL,Axis Mutual Fund,AXISTAA,
(a) Listed / awaiting listing on Stock Exchange,,,,NIL,NIL,Axis Mutual Fund,AXISTAA,
Sub Total,,,,NIL,NIL,Axis Mutual Fund,AXISTAA,
(b) Privately placed / Unlisted,,,,,,Axis Mutual Fund,AXISTAA,
7.7954% Reliance Life Sciences Private Limited (08/05/2026) #,INE11LM07023,CARE AAA,750.0,7524.5475,0.0101,Axis Mutual Fund,AXISTAA,
7.7954% Reliance Life Sciences Private Limited (05/11/2027) #,INE11LM07031,CARE AAA,250.0,2522.6625,0.0034,Axis Mutual Fund,AXISTAA,
Sub Total,,,,10047.21,0.0135,Axis Mutual Fund,AXISTAA,
(c) Securitised Debt,,,,,,Axis Mutual Fund,AXISTAA,
Liquid Gold Series (20/01/2028) ,INE2JYU15015,CRISIL AAA(SO),100.0,7513.6797,0.0101,Axis Mutual Fund,AXISTAA,
Sansar Trust (25/04/2031) ,INE1WMT15017,CRISIL AAA(SO),500000000.0,5004,0.0067,Axis Mutual Fund,AXISTAA,
Siddhivinayak Securitisation Trust (28/09/2030) ,INE2I7F15012,CRISIL AAA(SO),47.0,4753.0219,0.0064,Axis Mutual Fund,AXISTAA,
Shivshakti Securitisation Trust (28/09/2029) ,INE2I7G15010,CRISIL AAA(SO),47.0,4747.4858,0.0064,Axis Mutual Fund,AXISTAA,
Sansar Trust (25/06/2030) ,INE0YWN15017,CRISIL AAA(SO),1000000000.0,4202,0.0057,Axis Mutual Fund,AXISTAA,
India Universal Trust (20/07/2027) ,INE16J715027,IND AAA(SO),50.0,4115.7774,0.0055,Axis Mutual Fund,AXISTAA,
Radhakrishna Securitisation Trust (28/09/2028) ,INE2I7H15018,CRISIL AAA(SO),31.0,3123.4888,0.0042,Axis Mutual Fund,AXISTAA,
India Universal Trust (21/11/2027) ,INE1CBK15029,CRISIL AAA(SO),37.0,2757.0009,0.0037,Axis Mutual Fund,AXISTAA,
India Universal Trust (20/09/2026) ,INE16J715019,IND AAA(SO),100.0,2528.5419,0.0034,Axis Mutual Fund,AXISTAA,
Sansar Trust (17/03/2028) ,INE0RVR15014,CRISIL AAA(SO),476900778.0,1538.4819,0.0021,Axis Mutual Fund,AXISTAA,
India Universal Trust (21/11/2026) ,INE1CBK15011,CRISIL AAA(SO),33.0,1175.6547,0.0016,Axis Mutual Fund,AXISTAA,
Sub Total,,,,41459.1331,0.0558,Axis Mutual Fund,AXISTAA,
Total,,,,485717.9047,0.6535,Axis Mutual Fund,AXISTAA,
Money Market Instruments,,,,,,Axis Mutual Fund,AXISTAA,
Certificate of Deposit,,,,,,Axis Mutual Fund,AXISTAA,
HDFC Bank Limited (19/05/2026) ,INE040A16GW7,CARE A1+,4000.0,19482.38,0.0262,Axis Mutual Fund,AXISTAA,
Bank of Baroda (27/01/2026),INE028A16JH7,IND A1+,3500.0,17389.295,0.0234,Axis Mutual Fund,AXISTAA,
Bank of Baroda (13/03/2026) ,INE028A16IC0,IND A1+,3000.0,14795.775,0.0199,Axis Mutual Fund,AXISTAA,
HDFC Bank Limited (11/09/2026) ,INE040A16HN4,CARE A1+,3000.0,14307.66,0.0192,Axis Mutual Fund,AXISTAA,
Bank of Baroda (23/02/2026) ,INE028A16JO3,IND A1+,2500.0,12365.2125,0.0166,Axis Mutual Fund,AXISTAA,
Indian Bank (04/02/2026),INE562A16OA0,CRISIL A1+,2000.0,9922.66,0.0133,Axis Mutual Fund,AXISTAA,
