Name of the Instrument,ISIN,Industry / Rating,Quantity,"Market/Fair Value
 (Rs. in Lakhs)","% to Net
 Assets",YTM~,YTC^,AMC Name,Scheme Name,Rating,Industry,ESG Score $,Core ESG Score,Link to BRSR
7.29% West Bengal State Development Loans (28/12/2026),IN3420160126,,7428400.0,7532.7913,0.0126,0.058947,,Axis Mutual Fund,AXISTAA,Sovereign,,,,
7.7201% LIC Housing Finance Limited (12/02/2026) **,INE115A07QB9,,750.0,7509.54,0.0126,0.061847,,Axis Mutual Fund,AXISTAA,CRISIL AAA,,,,
6.73% Power Finance Corporation Limited (15/10/2027) **,INE134E08NW3,,7500.0,7491.405,0.0125,0.0678,,Axis Mutual Fund,AXISTAA,CRISIL AAA,,,,
Jubilant Beverages Limited (31/05/2028) (ZCB) **,INE1D4O08012,,6500.0,6957.106,0.0116,0.081828,,Axis Mutual Fund,AXISTAA,CRISIL AA,,,,
7.1% West Bangal State Development Loans (14/12/2026),IN3420160118,,6634700.0,6711.9943,0.0112,0.059053,,Axis Mutual Fund,AXISTAA,Sovereign,,,,
7.55% Small Industries Dev Bank of India (22/09/2026) **,INE556F08KJ7,,6500.0,6529.8285,0.0109,0.067438,,Axis Mutual Fund,AXISTAA,CRISIL AAA,,,,
Jubilant Bevco Limited (31/05/2028) (ZCB) **,INE1D4P08019,,5500.0,5904.7725,0.0099,0.082304,,Axis Mutual Fund,AXISTAA,CRISIL AA,,,,
7.59% Karnataka State Development Loans (29/03/2027),IN1920160125,,5500000.0,5603.598,0.0094,0.060746,,Axis Mutual Fund,AXISTAA,Sovereign,,,,
8.4% DLF Cyber City Developers Limited (18/06/2027) **,INE186K07098,,5100.0,5174.7558,0.0087,0.071149,,Axis Mutual Fund,AXISTAA,ICRA AAA,,,,
7.74% Tamilnadu State Development Loans (01/03/2027),IN3120161309,,5000000.0,5096.85,0.0085,0.060746,,Axis Mutual Fund,AXISTAA,Sovereign,,,,
8.65% Bharti Telecom Limited (05/11/2027) **,INE403D08231,,5000.0,5094.52,0.0085,0.0749,,Axis Mutual Fund,AXISTAA,CRISIL AAA,,,,
7.48% National Bank For Agriculture and Rural Development (15/09/2028),INE261F08EO7,,5000.0,5065.36,0.0085,0.069119,,Axis Mutual Fund,AXISTAA,CRISIL AAA,,,,
7.79% Small Industries Dev Bank of India (14/05/2027) **,INE556F08KM1,,5000.0,5064.385,0.0085,0.068087,,Axis Mutual Fund,AXISTAA,CRISIL AAA,,,,
7.7165% Nexus Select Trust - REIT (14/06/2028) **,INE0NDH07035,,5000.0,5059.685,0.0085,0.07285,,Axis Mutual Fund,AXISTAA,CRISIL AAA,,,,
7.8% National Bank For Agriculture and Rural Development (15/03/2027),INE261F08EF5,,5000.0,5053.75,0.0085,0.068,,Axis Mutual Fund,AXISTAA,ICRA AAA,,,,
8.18% Haryana Uday Bond (15/06/2026),IN1620160052,,5000000.0,5053.35,0.0085,0.058001,,Axis Mutual Fund,AXISTAA,Sovereign,,,,
8.33% Tata Projects Limited (24/06/2027) **,INE725H08188,,5000.0,5049.545,0.0084,0.0754,,Axis Mutual Fund,AXISTAA,IND AA,,,,
8.10% Godrej Industries Limited (22/05/2028) **,INE233A08154,,5000.0,5047.63,0.0084,0.07615,,Axis Mutual Fund,AXISTAA,CRISIL AA+,,,,
7.98% Bajaj Housing Finance Limited (09/09/2026) **,INE377Y07490,,5000.0,5032.83,0.0084,0.068107,,Axis Mutual Fund,AXISTAA,CRISIL AAA,,,,
8.55% Nomura Capital India Pvt Limited (30/04/2026) **,INE357L07465,,5000.0,5020.74,0.0084,0.072949,,Axis Mutual Fund,AXISTAA,IND AAA,,,,
7.88% Muthoot Finance Limited (22/11/2028) **,INE414G07JS2,,5000.0,5011.09,0.0084,0.0778,,Axis Mutual Fund,AXISTAA,CRISIL AA+,,,,
8.46% Aditya Birla Capital Limited (26/02/2027) (FRN) **,INE860H07IX6,,5000.0,5009.6,0.0084,0.073075,,Axis Mutual Fund,AXISTAA,ICRA AAA,,,,
7.27% Tata Capital Housing Finance Limited (25/04/2028) **,INE033L07IN3,,5000.0,5008.64,0.0084,0.0716,,Axis Mutual Fund,AXISTAA,CRISIL AAA,,,,
6.60% REC Limited (30/06/2027) **,INE020B08FZ9,,5000.0,4984.42,0.0083,0.06785,,Axis Mutual Fund,AXISTAA,ICRA AAA,,,,
7.59% Karnataka State Development Loans (15/02/2027),IN1920160091,,4500000.0,4576.815,0.0077,0.060746,,Axis Mutual Fund,AXISTAA,Sovereign,,,,
8.52% Muthoot Finance Limited (26/05/2028) **,INE414G07JO1,,4500.0,4567.887,0.0076,0.0777,,Axis Mutual Fund,AXISTAA,CRISIL AA+,,,,
8.75% Piramal Finance Limited (29/10/2027) **,INE202B07JW4,,4500.0,4506.4035,0.0075,0.08615,,Axis Mutual Fund,AXISTAA,ICRA AA,,,,
8.75% 360 One Prime Limited (10/09/2027) **,INE248U07GA9,,4500.0,4500.261,0.0075,0.086949,,Axis Mutual Fund,AXISTAA,ICRA AA,,,,
8.60% Muthoot Finance Limited (02/03/2028) **,INE414G07JM5,,4000.0,4063.784,0.0068,0.0775,,Axis Mutual Fund,AXISTAA,CRISIL AA+,,,,
8.52% Muthoot Finance Limited (07/04/2028) **,INE414G07JN3,,3500.0,3550.4525,0.0059,0.0777,,Axis Mutual Fund,AXISTAA,CRISIL AA+,,,,
6.92% DLF Cyber City Developers Limited (28/07/2028) **,INE186K07122,,3500.0,3491.586,0.0058,0.07205,,Axis Mutual Fund,AXISTAA,CRISIL AAA,,,,
8.65% Aadhar Housing Finance Limited (20/08/2027),INE883F07330,,3000.0,3041.388,0.0051,0.0774,,Axis Mutual Fund,AXISTAA,ICRA AA,,,,
8.49% Kerala State Development Loans (10/02/2026),IN2020150156,,3030000.0,3039.19,0.0051,0.054286,,Axis Mutual Fund,AXISTAA,Sovereign,,,,
7.88% IndiGrid Infrastructure Trust (30/04/2029) **,INE219X07439,,2500.0,2561.375,0.0043,0.07235,,Axis Mutual Fund,AXISTAA,CRISIL AAA,,,,
7.68% Small Industries Dev Bank of India (10/08/2027) **,INE556F08KP4,,2500.0,2531.5625,0.0042,0.068288,,Axis Mutual Fund,AXISTAA,CRISIL AAA,,,,
7.19% Gujarat State Development Loans (25/01/2027),IN1520160186,,2500000.0,2530.535,0.0042,0.060746,,Axis Mutual Fund,AXISTAA,Sovereign,,,,
7.1% Bihar State Development Loans (14/12/2026),IN1320160121,,2500000.0,2528.9825,0.0042,0.059117,,Axis Mutual Fund,AXISTAA,Sovereign,,,,
8.60% Aditya Birla Renewables Limited (24/09/2027) **,INE01QP08016,,2500.0,2527.6575,0.0042,0.0785,,Axis Mutual Fund,AXISTAA,CRISIL AA,,,,
6.72% Kerala State Development Loans (24/03/2027),IN2020200290,,2500000.0,2518.68,0.0042,0.061621,,Axis Mutual Fund,AXISTAA,Sovereign,,,,
7.7215% Bajaj Finance Limited (26/03/2027) **,INE296A07TG0,,2500.0,2516.5275,0.0042,0.071,,Axis Mutual Fund,AXISTAA,CRISIL AAA,,,,
8.53% Uttar Pradesh State Development Loans (10/02/2026),IN3320150375,,2500000.0,2507.56,0.0042,0.05474,,Axis Mutual Fund,AXISTAA,Sovereign,,,,
7.2337% Bajaj Finance Limited (28/06/2027) **,INE296A07TK2,,2500.0,2501.3325,0.0042,0.0712,,Axis Mutual Fund,AXISTAA,CRISIL AAA,,,,
7.123% Tata Capital Housing Finance Limited (21/07/2027) **,INE033L07IO1,,2500.0,2500.9175,0.0042,0.07055,,Axis Mutual Fund,AXISTAA,CRISIL AAA,,,,
6.90% LIC Housing Finance Limited (17/09/2027) **,INE115A07RH4,,2500.0,2495.8825,0.0042,0.06975,,Axis Mutual Fund,AXISTAA,CRISIL AAA,,,,
7.3% Bharti Telecom Limited (01/12/2027) **,INE403D08306,,2500.0,2491.3025,0.0042,0.0749,,Axis Mutual Fund,AXISTAA,CRISIL AAA,,,,
Power Finance Corporation Limited (25/08/2026) (ZCB) **,INE134E08MS3,,2500.0,2395.53,0.004,0.067449,,Axis Mutual Fund,AXISTAA,CRISIL AAA,,,,
7.83% National Bank For Agriculture and Rural Development (30/12/2026),INE261F08ED0,,2000.0,2018.946,0.0034,0.0681,,Axis Mutual Fund,AXISTAA,CRISIL AAA,,,,
7.05% Embassy Office Parks REIT (18/10/2026) **,INE041007084,,200.0,2001.552,0.0033,0.071346,,Axis Mutual Fund,AXISTAA,CRISIL AAA,,,,
7.22% Embassy Office Parks REIT (16/05/2028) **,INE041007175,,2000.0,2001.404,0.0033,0.073851,,Axis Mutual Fund,AXISTAA,CRISIL AAA,,,,
8.05% Muthoot Finance Limited (25/11/2027),INE414G07JQ6,,1500.0,1510.1865,0.0025,0.076367,,Axis Mutual Fund,AXISTAA,CRISIL AA+,,,,
6.09% Power Finance Corporation Limited (27/08/2026) **,INE134E08LK2,,150.0,1492.524,0.0025,0.06745,,Axis Mutual Fund,AXISTAA,CRISIL AAA,,,,
6.90% Government of India (04/02/2026),IN0020089069,,1050000.0,1051.0658,0.0018,0.055392,,Axis Mutual Fund,AXISTAA,Sovereign,,,,
09.15% Shriram Finance Limited (28/06/2029) **,INE721A07SD6,,1000.0,1044.118,0.0017,0.076334,,Axis Mutual Fund,AXISTAA,CRISIL AA+,,,,
8.95% Muthoot Finance Limited (03/05/2027) **,INE414G07JD4,,1000.0,1015.536,0.0017,0.076216,,Axis Mutual Fund,AXISTAA,CRISIL AA+,,,,
7.85% Tamilnadu State Development Loans (15/03/2027),IN3120161317,,500000.0,510.6225,0.0009,0.060746,,Axis Mutual Fund,AXISTAA,Sovereign,,,,
7.58% National Bank For Agriculture and Rural Development (31/07/2026),INE261F08DX0,,500.0,501.7085,0.0008,0.0675,,Axis Mutual Fund,AXISTAA,CRISIL AAA,,,,
8.0736% HDB Financial Services Limited (17/04/2026) **,INE756I07EP9,,500.0,501.1005,0.0008,0.069049,,Axis Mutual Fund,AXISTAA,CRISIL AAA,,,,
8.15% Samvardhana Motherson International Limited (23/01/2026) **,INE775A08089,,500.0,500.3555,0.0008,0.064702,,Axis Mutual Fund,AXISTAA,IND AAA,,,,
6.89% Bihar State Development Loans (23/11/2026),IN1320160113,,476000.0,480.5582,0.0008,0.058499,,Axis Mutual Fund,AXISTAA,Sovereign,,,,
6.88% West Bangal State Development Loans (23/11/2026),IN3420160100,,476000.0,480.5234,0.0008,0.058484,,Axis Mutual Fund,AXISTAA,Sovereign,,,,
8% Government of India (23/03/2026),IN0020089077,,440000.0,442.2092,0.0007,0.057935,,Axis Mutual Fund,AXISTAA,Sovereign,,,,
6.43% Assam State Development Loans (17/03/2026),IN1220200340,,323000.0,323.6806,0.0005,0.054677,,Axis Mutual Fund,AXISTAA,Sovereign,,,,
7.9265% LIC Housing Finance Limited (14/07/2027) **,INE115A07QS3,,250.0,253.1798,0.0004,0.06975,,Axis Mutual Fund,AXISTAA,CRISIL AAA,,,,
7.95% Government of India (18/02/2026),IN0020079037,,200000.0,200.5356,0.0003,0.056749,,Axis Mutual Fund,AXISTAA,Sovereign,,,,
8.48% Rajasthan State Development Loans (10/02/2026),IN2920150249,,70000.0,70.2091,0.0001,0.054601,,Axis Mutual Fund,AXISTAA,Sovereign,,,,
8.75% Shriram Finance Limited (05/10/2026) **,INE721A07RQ0,,50.0,50.452,0.0001,0.073343,,Axis Mutual Fund,AXISTAA,CRISIL AA+,,,,
Sub Total,,,,404295.3683,0.6761,,,Axis Mutual Fund,AXISTAA,,,,,
(b) Privately placed / Unlisted,,,,NIL,NIL,,,Axis Mutual Fund,AXISTAA,,,,,
Sub Total,,,,NIL,NIL,,,Axis Mutual Fund,AXISTAA,,,,,
(a) Listed / awaiting listing on Stock Exchange,,,,NIL,NIL,,,Axis Mutual Fund,AXISTAA,,,,,
Sub Total,,,,NIL,NIL,,,Axis Mutual Fund,AXISTAA,,,,,
(b) Privately placed / Unlisted,,,,,,,,Axis Mutual Fund,AXISTAA,,,,,
7.7954% Reliance Life Sciences Private Limited (08/05/2026) ** #,INE11LM07023,,750.0,7524.525,0.0126,0.070594,,Axis Mutual Fund,AXISTAA,CARE AAA,,,,
7.7954% Reliance Life Sciences Private Limited (05/11/2027) ** #,INE11LM07031,,250.0,2522.9025,0.0042,0.075096,,Axis Mutual Fund,AXISTAA,CARE AAA,,,,
Sub Total,,,,10047.4275,0.0168,,,Axis Mutual Fund,AXISTAA,,,,,
(c) Securitised Debt,,,,,,,,Axis Mutual Fund,AXISTAA,,,,,
Liquid Gold Series (20/01/2028) **,INE2JYU15015,,100.0,7526.6637,0.0126,0.0923,,Axis Mutual Fund,AXISTAA,CRISIL AAA(SO),,,,
Sansar Trust (25/04/2031) **,INE1WMT15017,,500000000.0,5005.5,0.0084,0.0875,,Axis Mutual Fund,AXISTAA,CRISIL AAA(SO),,,,
Siddhivinayak Securitisation Trust (28/09/2030) **,INE2I7F15012,,47.0,4721.427,0.0079,0.074648,,Axis Mutual Fund,AXISTAA,CRISIL AAA(SO),,,,
Shivshakti Securitisation Trust (28/09/2029) **,INE2I7G15010,,47.0,4715.8602,0.0079,0.073398,,Axis Mutual Fund,AXISTAA,CRISIL AAA(SO),,,,
India Universal Trust (20/07/2027) **,INE16J715027,,50.0,4117.5003,0.0069,0.07615,,Axis Mutual Fund,AXISTAA,IND AAA(SO),,,,
Sansar Trust (25/06/2030) **,INE0YWN15017,,1000000000.0,3776,0.0063,0.085575,,Axis Mutual Fund,AXISTAA,CRISIL AAA(SO),,,,
Radhakrishna Securitisation Trust (28/09/2028) **,INE2I7H15018,,31.0,3096.8594,0.0052,0.073098,,Axis Mutual Fund,AXISTAA,CRISIL AAA(SO),,,,
India Universal Trust (21/11/2027) **,INE1CBK15029,,37.0,2758.2876,0.0046,0.07755,,Axis Mutual Fund,AXISTAA,CRISIL AAA(SO),,,,
India Universal Trust (20/09/2026) **,INE16J715019,,100.0,2527.8261,0.0042,0.07435,,Axis Mutual Fund,AXISTAA,IND AAA(SO),,,,
Sansar Trust (17/03/2028) **,INE0RVR15014,,476900778.0,1538.9588,0.0026,0.085525,,Axis Mutual Fund,AXISTAA,CRISIL AAA(SO),,,,
India Universal Trust (21/11/2026) **,INE1CBK15011,,33.0,1175.3827,0.002,0.07435,,Axis Mutual Fund,AXISTAA,CRISIL AAA(SO),,,,
Sub Total,,,,40960.2658,0.0685,,,Axis Mutual Fund,AXISTAA,,,,,
Total,,,,455303.0616,0.7615,,,Axis Mutual Fund,AXISTAA,,,,,
Money Market Instruments,,,,,,,,Axis Mutual Fund,AXISTAA,,,,,
Certificate of Deposit,,,,,,,,Axis Mutual Fund,AXISTAA,,,,,
Bank of Baroda (13/03/2026) **,INE028A16IC0,,3000.0,14829.375,0.0248,0.05915,,Axis Mutual Fund,AXISTAA,IND A1+,,,,
HDFC Bank Limited (19/05/2026),INE040A16GW7,,3000.0,14648.325,0.0245,0.063499,,Axis Mutual Fund,AXISTAA,CARE A1+,,,,
HDFC Bank Limited (11/09/2026) **,INE040A16HN4,,3000.0,14348.55,0.024,0.0655,,Axis Mutual Fund,AXISTAA,CARE A1+,,,,
Bank of Baroda (23/02/2026) **,INE028A16JO3,,2500.0,12393.5625,0.0207,0.059148,,Axis Mutual Fund,AXISTAA,IND A1+,,,,
IDBI Bank Limited (05/02/2026) **,INE008A16X73,,2000.0,9943.13,0.0166,0.059652,,Axis Mutual Fund,AXISTAA,CRISIL A1+,,,,
HDFC Bank Limited (25/02/2026) **,INE040A16GJ4,,2000.0,9911.14,0.0166,0.0595,,Axis Mutual Fund,AXISTAA,CRISIL A1+,,,,
Union Bank of India (15/05/2026) **,INE692A16KC9,,2000.0,9770.96,0.0163,0.063852,,Axis Mutual Fund,AXISTAA,IND A1+,,,,
Small Industries Dev Bank of India (04/12/2026) **,INE556F16BS0,,2000.0,9419.07,0.0158,0.0668,,Axis Mutual Fund,AXISTAA,CARE A1+,,,,
Small Industries Dev Bank of India (16/12/2026) **,INE556F16BT8,,2000.0,9399.63,0.0157,0.0668,,Axis Mutual Fund,AXISTAA,CARE A1+,,,,
Bank of Baroda (06/02/2026) **,INE028A16JM7,,1500.0,7456.5,0.0125,0.059154,,Axis Mutual Fund,AXISTAA,IND A1+,,,,
Indian Bank (04/02/2026) **,INE562A16OA0,,1000.0,4972.65,0.0083,0.05905,,Axis Mutual Fund,AXISTAA,CRISIL A1+,,,,
Bank of Baroda (05/06/2026),INE028A16KR4,,1000.0,4868.21,0.0081,0.06375,,Axis Mutual Fund,AXISTAA,CARE A1+,,,,
HDFC Bank Limited (13/11/2026) **,INE040A16HW5,,1000.0,4729.355,0.0079,0.0661,,Axis Mutual Fund,AXISTAA,CARE A1+,,,,
Canara Bank (12/03/2026) **,INE476A16B23,,700.0,3460.6775,0.0058,0.059248,,Axis Mutual Fund,AXISTAA,CRISIL A1+,,,,
IDBI Bank Limited (03/02/2026) **,INE008A16X65,,500.0,2486.59,0.0042,0.059655,,Axis Mutual Fund,AXISTAA,CRISIL A1+,,,,
HDFC Bank Limited (06/02/2026),INE040A16GF2,,500.0,2485.5375,0.0042,0.059,,Axis Mutual Fund,AXISTAA,CARE A1+,,,,
Canara Bank (20/02/2026) **,INE476A16A57,,500.0,2479.8725,0.0041,0.059249,,Axis Mutual Fund,AXISTAA,CRISIL A1+,,,,
HDFC Bank Limited (24/03/2026),INE040A16GS5,,500.0,2467.2425,0.0041,0.059099,,Axis Mutual Fund,AXISTAA,CRISIL A1+,,,,
Sub Total,,,,140070.3775,0.2343,,,Axis Mutual Fund,AXISTAA,,,,,
Treasury Bill,,,,,,,,Axis Mutual Fund,AXISTAA,,,,,
182 Days Tbill (MD 30/04/2026),IN002025Y313,,25000000.0,24570.625,0.0411,0.0536,,Axis Mutual Fund,AXISTAA,Sovereign,,,,
182 Days Tbill (MD 08/01/2026),IN002025Y156,,3500000.0,3496.479,0.0058,0.0525,,Axis Mutual Fund,AXISTAA,Sovereign,,,,
Sub Total,,,,28067.104,0.0469,,,Axis Mutual Fund,AXISTAA,,,,,
Total,,,,168137.4815,0.2812,,,Axis Mutual Fund,AXISTAA,,,,,
Others,,,,,,,,Axis Mutual Fund,AXISTAA,,,,,
Alternative Investment Fund Units,,,,,,,,Axis Mutual Fund,AXISTAA,,,,,
SBI - Corporate Debt Market Development Fund (CDMDF) - Class A2,INF0RQ622028,,14475.827,1672.507,0.0028,,,Axis Mutual Fund,AXISTAA,,,,,
Sub Total,,,,1672.507,0.0028,,,Axis Mutual Fund,AXISTAA,,,,,
Total,,,,1672.507,0.0028,,,Axis Mutual Fund,AXISTAA,,,,,
Reverse Repo / TREPS,,,,,,,,Axis Mutual Fund,AXISTAA,,,,,
Clearing Corporation of India Ltd,,,,3397.79,0.0057,0.052870206909094906,,Axis Mutual Fund,AXISTAA,,,,,
Sub Total,,,,3397.79,0.0057,,,Axis Mutual Fund,AXISTAA,,,,,
Total,,,,3397.79,0.0057,,,Axis Mutual Fund,AXISTAA,,,,,
Net Receivables / (Payables),,,,-30493.7876,-0.0511,,,Axis Mutual Fund,AXISTAA,,,,,
GRAND TOTAL,,,,597940.41,1,,,Axis Mutual Fund,AXISTAA,,,,,
,,,,,,,,Axis Mutual Fund,AXISTAA,,,,,
#Unlisted Security,,,,,,,,Axis Mutual Fund,AXISTAA,,,,,
"FRN - Floating Rate Note , ZCB - Zero Coupon Bond",,,,,,,,Axis Mutual Fund,AXISTAA,,,,,
**  Thinly Traded / Non Traded Security,,,,,,,,Axis Mutual Fund,AXISTAA,,,,,
$  Less Than 0.01% of Net Asset Value ,,,,,,,,Axis Mutual Fund,AXISTAA,,,,,
"~ YTM as on December 31, 2025",,,,,,,,Axis Mutual Fund,AXISTAA,,,,,
"^ YTC represents Yield to Call provided by valuation agencies as on December 31, 2025. It is disclosed for Perpetual Bond issued by Banks (i.e. AT-1 Bond / Tier 1 Bond / Tier 2 Bond), as per AMFI Best Practices Guidelines Circular no. 135/BP/91/2020-21 read with SEBI circular No. SEBI/HO/IMD/DF4/CIR/P/2021/034 on Valuation of AT-1 Bonds and Tier 2 Bonds.",,,,,,,,Axis Mutual Fund,AXISTAA,,,,,
"As per SEBI Circular no. SEBI/HO/IMD/PoD1/CIR/P/2024/106 dated August 05, 2024, valuation of AT-1 Bonds are done on Yield to Call basis w.e.f. August 07, 2024. YTC of AT-1 Bonds are now same as it’s YTM and hence it is not disclosed separately under YTC.",,,,,,,,Axis Mutual Fund,AXISTAA,,,,,
,,,,,,,,Axis Mutual Fund,AXISTAA,,,,,
,,,,,,,,Axis Mutual Fund,AXISTAA,,,,,
,Benchmark Name - NIFTY LOW DURATION DEBT INDEX A-I,,,,,,,Axis Mutual Fund,AXISTAA,,,,,
Scheme Risk-O-Meter,Benchmark Risk-O-Meter,,,,,,,Axis Mutual Fund,AXISTAA,,,,,
Equity & Equity related,,,,,,,,Axis Mutual Fund,AXISTAF,,,,,
(a) Listed / awaiting listing on Stock Exchanges,,,,,,,,Axis Mutual Fund,AXISTAF,,,,,
HDFC Bank Limited,INE040A01034,Banks,1009018.0,10001.3864,0.0533,,,Axis Mutual Fund,AXISTAF,,,,,
ICICI Bank Limited,INE090A01021,Banks,701518.0,9420.6852,0.0502,,,Axis Mutual Fund,AXISTAF,,,,,
State Bank of India,INE062A01020,Banks,629497.0,6182.9195,0.033,,,Axis Mutual Fund,AXISTAF,,,,,
Infosys Limited,INE009A01021,IT - Software,276762.0,4470.8133,0.0238,,,Axis Mutual Fund,AXISTAF,,,,,
Bharti Airtel Limited,INE397D01024,Telecom - Services,202647.0,4266.9352,0.0228,,,Axis Mutual Fund,AXISTAF,,,,,
Larsen & Toubro Limited,INE018A01030,Construction,92027.0,3757.9225,0.02,,,Axis Mutual Fund,AXISTAF,,,,,
Tata Consultancy Services Limited,INE467B01029,IT - Software,104319.0,3344.6758,0.0178,,,Axis Mutual Fund,AXISTAF,,,,,
Kotak Mahindra Bank Limited,INE237A01028,Banks,148516.0,3268.9857,0.0174,,,Axis Mutual Fund,AXISTAF,,,,,
Vedanta Limited,INE205A01025,Diversified Metals,505172.0,3053.2596,0.0163,,,Axis Mutual Fund,AXISTAF,,,,,
Sagility Limited,INE0W2G01015,IT - Services,5063445.0,2634.0041,0.014,,,Axis Mutual Fund,AXISTAF,,,,,
Mahindra & Mahindra Limited,INE101A01026,Automobiles,70757.0,2624.5186,0.014,,,Axis Mutual Fund,AXISTAF,,,,,
Bajaj Finserv Limited,INE918I01026,Finance,119753.0,2442.8414,0.013,,,Axis Mutual Fund,AXISTAF,,,,,
Titan Company Limited,INE280A01028,Consumer Durables,60069.0,2433.6955,0.013,,,Axis Mutual Fund,AXISTAF,,,,,
Hindustan Unilever Limited,INE030A01027,Diversified FMCG,97098.0,2248.6926,0.012,,,Axis Mutual Fund,AXISTAF,,,,,
One 97 Communications Limited,INE982J01020,Financial Technology (Fintech),159183.0,2067.628,0.011,,,Axis Mutual Fund,AXISTAF,,,,,
Reliance Industries Limited,INE002A01018,Petroleum Products,127342.0,1999.7788,0.0107,,,Axis Mutual Fund,AXISTAF,,,,,
PI Industries Limited,INE603J01030,Fertilizers & Agrochemicals,61547.0,1993.015,0.0106,,,Axis Mutual Fund,AXISTAF,,,,,
Divi's Laboratories Limited,INE361B01024,Pharmaceuticals & Biotechnology,31167.0,1992.3505,0.0106,,,Axis Mutual Fund,AXISTAF,,,,,
UltraTech Cement Limited,INE481G01011,Cement & Cement Products,16644.0,1961.329,0.0105,,,Axis Mutual Fund,AXISTAF,,,,,
Cholamandalam Investment and Finance Company Ltd (CCD),INE121A08PJ0,Finance,1500.0,1784.9769,0.0095,7.2625%#,,Axis Mutual Fund,AXISTAF,,,,,
Hindustan Aeronautics Limited,INE066F01020,Aerospace & Defense,38207.0,1676.7906,0.0089,,,Axis Mutual Fund,AXISTAF,,,,,
Jindal Steel Limited,INE749A01030,Ferrous Metals,158435.0,1669.588,0.0089,,,Axis Mutual Fund,AXISTAF,,,,,
Trent Limited,INE849A01020,Retailing,38042.0,1627.8172,0.0087,,,Axis Mutual Fund,AXISTAF,,,,,
Hyundai Motor India Ltd,INE0V6F01027,Automobiles,69008.0,1585.8038,0.0085,,,Axis Mutual Fund,AXISTAF,,,,,
Torrent Pharmaceuticals Limited,INE685A01028,Pharmaceuticals & Biotechnology,40441.0,1556.9785,0.0083,,,Axis Mutual Fund,AXISTAF,,,,,
Swiggy Limited,INE00H001014,Retailing,398950.0,1540.9444,0.0082,,,Axis Mutual Fund,AXISTAF,,,,,
Ashok Leyland Limited,INE208A01029,"Agricultural, Commercial & Construction Vehicles",849521.0,1522.2567,0.0081,,,Axis Mutual Fund,AXISTAF,,,,,
PTC Industries Limited,INE596F01018,Industrial Products,8076.0,1500.6823,0.008,,,Axis Mutual Fund,AXISTAF,,,,,
The Federal Bank Limited,INE171A01029,Banks,535363.0,1429.9546,0.0076,,,Axis Mutual Fund,AXISTAF,,,,,
Jyoti CNC Automation Ltd,INE980O01024,Industrial Manufacturing,143423.0,1418.8837,0.0076,,,Axis Mutual Fund,AXISTAF,,,,,
Sudeep Pharma Limited,INE0QPI01025,Pharmaceuticals & Biotechnology,230288.0,1388.0609,0.0074,,,Axis Mutual Fund,AXISTAF,,,,,
REC Limited,INE020B01018,Finance,381280.0,1360.407,0.0073,,,Axis Mutual Fund,AXISTAF,,,,,
CG Power and Industrial Solutions Limited,INE067A01029,Electrical Equipment,209452.0,1357.0395,0.0072,,,Axis Mutual Fund,AXISTAF,,,,,
Tech Mahindra Limited,INE669C01036,IT - Software,82975.0,1320.0493,0.007,,,Axis Mutual Fund,AXISTAF,,,,,
Knowledge Realty Trust,INE1JAR25012,Realty,1066650.0,1301.4197,0.0069,,,Axis Mutual Fund,AXISTAF,,,,,
Endurance Technologies Limited,INE913H01037,Auto Components,48865.0,1265.5546,0.0067,,,Axis Mutual Fund,AXISTAF,,,,,
Max Healthcare Institute Limited,INE027H01010,Healthcare Services,120944.0,1263.9857,0.0067,,,Axis Mutual Fund,AXISTAF,,,,,
HCL Technologies Limited,INE860A01027,IT - Software,77654.0,1260.5574,0.0067,,,Axis Mutual Fund,AXISTAF,,,,,
Lenskart Solutions Limited,INE956O01016,Retailing,278326.0,1254.4153,0.0067,,,Axis Mutual Fund,AXISTAF,,,,,
Varun Beverages Limited,INE200M01039,Beverages,253292.0,1240.7509,0.0066,,,Axis Mutual Fund,AXISTAF,,,,,
Sona BLW Precision Forgings Limited,INE073K01018,Auto Components,257546.0,1234.6755,0.0066,,,Axis Mutual Fund,AXISTAF,,,,,
Nestle India Limited,INE239A01024,Food Products,92705.0,1194.0404,0.0064,,,Axis Mutual Fund,AXISTAF,,,,,
Tenneco Clean Air India Limited,INE19RI01016,Auto Components,221924.0,1127.152,0.006,,,Axis Mutual Fund,AXISTAF,,,,,
HDFC Life Insurance Company Limited,INE795G01014,Insurance,147089.0,1102.9469,0.0059,,,Axis Mutual Fund,AXISTAF,,,,,
Eternal Limited,INE758T01015,Retailing,396646.0,1102.8742,0.0059,,,Axis Mutual Fund,AXISTAF,,,,,
The Indian Hotels Company Limited,INE053A01029,Leisure Services,149027.0,1101.086,0.0059,,,Axis Mutual Fund,AXISTAF,,,,,
JB Chemicals & Pharmaceuticals Limited,INE572A01036,Pharmaceuticals & Biotechnology,60394.0,1098.9896,0.0059,,,Axis Mutual Fund,AXISTAF,,,,,
Aether Industries Limited,INE0BWX01014,Chemicals & Petrochemicals,127242.0,1094.4084,0.0058,,,Axis Mutual Fund,AXISTAF,,,,,
Bharat Heavy Electricals Limited,INE257A01026,Electrical Equipment,380196.0,1092.8734,0.0058,,,Axis Mutual Fund,AXISTAF,,,,,
GE Vernova T&D India Limited,INE200A01026,Electrical Equipment,33676.0,1054.9007,0.0056,,,Axis Mutual Fund,AXISTAF,,,,,
