Name of the Instrument,ISIN,Rating,Quantity,"Market/Fair Value
 (Rs. in Lakhs)","% to Net
 Assets",AMC Name,Scheme Name,Industry / Rating
8.75% 360 One Prime Limited (10/09/2027) ,INE248U07GA9,ICRA AA,4500.0,4500.378,0.0063,Axis Mutual Fund,AXISTAA,
8.60% Muthoot Finance Limited (02/03/2028) ,INE414G07JM5,CRISIL AA+,4000.0,4060.132,0.0057,Axis Mutual Fund,AXISTAA,
6.92% DLF Cyber City Developers Limited (28/07/2028) ,INE186K07122,CRISIL AAA,3500.0,3494.2635,0.0049,Axis Mutual Fund,AXISTAA,
8.65% Aadhar Housing Finance Limited (20/08/2027) ,INE883F07330,ICRA AA,3000.0,3046.137,0.0043,Axis Mutual Fund,AXISTAA,
8.49% Kerala State Development Loans (10/02/2026),IN2020150156,Sovereign,3030000.0,3039.7869,0.0043,Axis Mutual Fund,AXISTAA,
7.88% IndiGRID Infrastructure Trust (30/04/2029) ,INE219X07439,CRISIL AAA,2500.0,2562.295,0.0036,Axis Mutual Fund,AXISTAA,
7.68% Small Industries Dev Bank of India (10/08/2027) ,INE556F08KP4,CRISIL AAA,2500.0,2532.66,0.0036,Axis Mutual Fund,AXISTAA,
7.19% Gujarat State Development Loans (25/01/2027),IN1520160186,Sovereign,2500000.0,2531.3425,0.0036,Axis Mutual Fund,AXISTAA,
8.60% Aditya Birla Renewables Limited (24/09/2027) ,INE01QP08016,CRISIL AA,2500.0,2528.725,0.0036,Axis Mutual Fund,AXISTAA,
7.1% Bihar State Development Loans (14/12/2026),IN1320160121,Sovereign,2500000.0,2527.775,0.0035,Axis Mutual Fund,AXISTAA,
6.72% Kerala State Development Loans (24/03/2027),IN2020200290,Sovereign,2500000.0,2520.3275,0.0035,Axis Mutual Fund,AXISTAA,
7.7215% Bajaj Finance Limited (26/03/2027) ,INE296A07TG0,CRISIL AAA,2500.0,2518.1275,0.0035,Axis Mutual Fund,AXISTAA,
8.53% Uttar Pradesh State Development Loans (10/02/2026),IN3320150375,Sovereign,2500000.0,2508.0475,0.0035,Axis Mutual Fund,AXISTAA,
7.2337% Bajaj Finance Limited (28/06/2027) ,INE296A07TK2,CRISIL AAA,2500.0,2502.7325,0.0035,Axis Mutual Fund,AXISTAA,
7.123% Tata Capital Housing Finance Limited (21/07/2027) ,INE033L07IO1,CRISIL AAA,2500.0,2501.49,0.0035,Axis Mutual Fund,AXISTAA,
6.90% LIC Housing Finance Limited (17/09/2027) ,INE115A07RH4,CRISIL AAA,2500.0,2496.09,0.0035,Axis Mutual Fund,AXISTAA,
7.3% Bharti Telecom Limited (01/12/2027),INE403D08306,CRISIL AAA,2500.0,2493.49,0.0035,Axis Mutual Fund,AXISTAA,
Power Finance Corporation Limited (25/08/2026) (ZCB) ,INE134E08MS3,CRISIL AAA,2500.0,2392.805,0.0034,Axis Mutual Fund,AXISTAA,
7.83% National Bank For Agriculture and Rural Development (30/12/2026) ,INE261F08ED0,CRISIL AAA,2000.0,2019.59,0.0028,Axis Mutual Fund,AXISTAA,
7.22% Embassy Office Parks REIT (16/05/2028) ,INE041007175,CRISIL AAA,2000.0,2002.842,0.0028,Axis Mutual Fund,AXISTAA,
7.05% Embassy Office Parks REIT (18/10/2026) ,INE041007084,CRISIL AAA,200.0,2001.716,0.0028,Axis Mutual Fund,AXISTAA,
8.05% Muthoot Finance Limited (25/11/2027) ,INE414G07JQ6,CRISIL AA+,1500.0,1509.8955,0.0021,Axis Mutual Fund,AXISTAA,
6.09% Power Finance Corporation Limited (27/08/2026) ,INE134E08LK2,CRISIL AAA,150.0,1492.0395,0.0021,Axis Mutual Fund,AXISTAA,
6.90% Government of India (04/02/2026),IN0020089069,Sovereign,1050000.0,1051.0542,0.0015,Axis Mutual Fund,AXISTAA,
09.15% Shriram Finance Limited (28/06/2029) ,INE721A07SD6,CRISIL AA+,1000.0,1043.512,0.0015,Axis Mutual Fund,AXISTAA,
8.95% Muthoot Finance Limited (03/05/2027) ,INE414G07JD4,CRISIL AA+,1000.0,1015.923,0.0014,Axis Mutual Fund,AXISTAA,
7.85% Tamilnadu State Development Loans (15/03/2027),IN3120161317,Sovereign,500000.0,510.834,0.0007,Axis Mutual Fund,AXISTAA,
7.58% National Bank For Agriculture and Rural Development (31/07/2026),INE261F08DX0,CRISIL AAA,500.0,501.7675,0.0007,Axis Mutual Fund,AXISTAA,
8.0736% HDB Financial Services Limited (17/04/2026) ,INE756I07EP9,CRISIL AAA,500.0,501.202,0.0007,Axis Mutual Fund,AXISTAA,
8.15% Samvardhana Motherson International Limited (23/01/2026) ,INE775A08089,IND AAA,500.0,500.407,0.0007,Axis Mutual Fund,AXISTAA,
6.89% Bihar State Development Loans (23/11/2026),IN1320160113,Sovereign,476000.0,480.1283,0.0007,Axis Mutual Fund,AXISTAA,
6.88% West Bangal State Development Loans (23/11/2026),IN3420160100,Sovereign,476000.0,480.0408,0.0007,Axis Mutual Fund,AXISTAA,
8% Government of India (23/03/2026),IN0020089077,Sovereign,440000.0,442.2453,0.0006,Axis Mutual Fund,AXISTAA,
6.43% Assam State Development Loans (17/03/2026),IN1220200340,Sovereign,323000.0,323.6444,0.0005,Axis Mutual Fund,AXISTAA,
7.9265% LIC Housing Finance Limited (14/07/2027) ,INE115A07QS3,CRISIL AAA,250.0,253.227,0.0004,Axis Mutual Fund,AXISTAA,
7.95% Government of India (18/02/2026),IN0020079037,Sovereign,200000.0,200.5526,0.0003,Axis Mutual Fund,AXISTAA,
8.48% Rajasthan State Development Loans (10/02/2026),IN2920150249,Sovereign,70000.0,70.2225,0.0001,Axis Mutual Fund,AXISTAA,
8.75% Shriram Finance Limited (05/10/2026) ,INE721A07RQ0,CRISIL AA+,50.0,50.4863,0.0001,Axis Mutual Fund,AXISTAA,
Sub Total,,,,436035.4473,0.6122,Axis Mutual Fund,AXISTAA,
(b) Privately placed / Unlisted,,,,NIL,NIL,Axis Mutual Fund,AXISTAA,
Sub Total,,,,NIL,NIL,Axis Mutual Fund,AXISTAA,
(a) Listed / awaiting listing on Stock Exchange,,,,NIL,NIL,Axis Mutual Fund,AXISTAA,
Sub Total,,,,NIL,NIL,Axis Mutual Fund,AXISTAA,
(b) Privately placed / Unlisted,,,,,,Axis Mutual Fund,AXISTAA,
7.7954% Reliance Life Sciences Private Limited (08/05/2026) #,INE11LM07023,CARE AAA,750.0,7525.215,0.0106,Axis Mutual Fund,AXISTAA,
7.7954% Reliance Life Sciences Private Limited (05/11/2027) #,INE11LM07031,CARE AAA,250.0,2523.465,0.0035,Axis Mutual Fund,AXISTAA,
Sub Total,,,,10048.68,0.0141,Axis Mutual Fund,AXISTAA,
(c) Securitised Debt,,,,,,Axis Mutual Fund,AXISTAA,
Liquid Gold Series (20/01/2028) ,INE2JYU15015,CRISIL AAA(SO),100.0,7524.081,0.0106,Axis Mutual Fund,AXISTAA,
Sansar Trust (25/04/2031) ,INE1WMT15017,CRISIL AAA(SO),500000000.0,5005.5,0.007,Axis Mutual Fund,AXISTAA,
Siddhivinayak Securitisation Trust (28/09/2030) ,INE2I7F15012,CRISIL AAA(SO),47.0,4724.88,0.0066,Axis Mutual Fund,AXISTAA,
Shivshakti Securitisation Trust (28/09/2029) ,INE2I7G15010,CRISIL AAA(SO),47.0,4715.3799,0.0066,Axis Mutual Fund,AXISTAA,
India Universal Trust (20/07/2027) ,INE16J715027,IND AAA(SO),50.0,4118.397,0.0058,Axis Mutual Fund,AXISTAA,
Sansar Trust (25/06/2030) ,INE0YWN15017,CRISIL AAA(SO),1000000000.0,3777,0.0053,Axis Mutual Fund,AXISTAA,
Radhakrishna Securitisation Trust (28/09/2028) ,INE2I7H15018,CRISIL AAA(SO),31.0,3099.7501,0.0044,Axis Mutual Fund,AXISTAA,
India Universal Trust (21/11/2027) ,INE1CBK15029,CRISIL AAA(SO),37.0,2758.6322,0.0039,Axis Mutual Fund,AXISTAA,
India Universal Trust (20/09/2026) ,INE16J715019,IND AAA(SO),100.0,2527.9426,0.0035,Axis Mutual Fund,AXISTAA,
Sansar Trust (17/03/2028) ,INE0RVR15014,CRISIL AAA(SO),476900778.0,1539.4357,0.0022,Axis Mutual Fund,AXISTAA,
India Universal Trust (21/11/2026) ,INE1CBK15011,CRISIL AAA(SO),33.0,1175.5141,0.0017,Axis Mutual Fund,AXISTAA,
Sub Total,,,,40966.5126,0.0575,Axis Mutual Fund,AXISTAA,
Total,,,,487050.6399,0.6838,Axis Mutual Fund,AXISTAA,
Money Market Instruments,,,,,,Axis Mutual Fund,AXISTAA,
Certificate of Deposit,,,,,,Axis Mutual Fund,AXISTAA,
HDFC Bank Limited (19/05/2026) ,INE040A16GW7,CARE A1+,4000.0,19509.68,0.0274,Axis Mutual Fund,AXISTAA,
Bank of Baroda (27/01/2026),INE028A16JH7,IND A1+,3500.0,17410.2425,0.0244,Axis Mutual Fund,AXISTAA,
Bank of Baroda (13/03/2026) ,INE028A16IC0,IND A1+,3000.0,14812.185,0.0208,Axis Mutual Fund,AXISTAA,
HDFC Bank Limited (11/09/2026) ,INE040A16HN4,CARE A1+,3000.0,14328.51,0.0201,Axis Mutual Fund,AXISTAA,
Bank of Baroda (23/02/2026) ,INE028A16JO3,IND A1+,2500.0,12380,0.0174,Axis Mutual Fund,AXISTAA,
IDBI Bank Limited (05/02/2026) ,INE008A16X73,CRISIL A1+,2000.0,9931.92,0.0139,Axis Mutual Fund,AXISTAA,
HDFC Bank Limited (25/02/2026) ,INE040A16GJ4,CRISIL A1+,2000.0,9900.14,0.0139,Axis Mutual Fund,AXISTAA,
Union Bank of India (15/05/2026) ,INE692A16KC9,IND A1+,2000.0,9762.44,0.0137,Axis Mutual Fund,AXISTAA,
Small Industries Dev Bank of India (04/12/2026) ,INE556F16BS0,CARE A1+,2000.0,9409.3,0.0132,Axis Mutual Fund,AXISTAA,
Canara Bank (18/12/2026) ,INE476A16F78,CRISIL A1+,2000.0,9393.92,0.0132,Axis Mutual Fund,AXISTAA,
Small Industries Dev Bank of India (16/12/2026) ,INE556F16BT8,CARE A1+,2000.0,9389.84,0.0132,Axis Mutual Fund,AXISTAA,
Bank of Baroda (06/02/2026) ,INE028A16JM7,IND A1+,1500.0,7448.295,0.0105,Axis Mutual Fund,AXISTAA,
Canara Bank (27/01/2026) ,INE476A16E12,CRISIL A1+,1000.0,4974.335,0.007,Axis Mutual Fund,AXISTAA,
Indian Bank (04/02/2026),INE562A16OA0,CRISIL A1+,1000.0,4967.2,0.007,Axis Mutual Fund,AXISTAA,
Bank of Baroda (05/06/2026) ,INE028A16KR4,CARE A1+,1000.0,4864.185,0.0068,Axis Mutual Fund,AXISTAA,
HDFC Bank Limited (13/11/2026) ,INE040A16HW5,CARE A1+,1000.0,4724.13,0.0066,Axis Mutual Fund,AXISTAA,
Canara Bank (12/03/2026) ,INE476A16B23,CRISIL A1+,700.0,3457.1285,0.0049,Axis Mutual Fund,AXISTAA,
IDBI Bank Limited (03/02/2026) ,INE008A16X65,CRISIL A1+,500.0,2483.825,0.0035,Axis Mutual Fund,AXISTAA,
HDFC Bank Limited (06/02/2026) ,INE040A16GF2,CARE A1+,500.0,2482.6825,0.0035,Axis Mutual Fund,AXISTAA,
Canara Bank (20/02/2026) ,INE476A16A57,CRISIL A1+,500.0,2477.23,0.0035,Axis Mutual Fund,AXISTAA,
HDFC Bank Limited (24/03/2026) ,INE040A16GS5,CRISIL A1+,500.0,2464.39,0.0035,Axis Mutual Fund,AXISTAA,
Sub Total,,,,176571.5785,0.2479,Axis Mutual Fund,AXISTAA,
Treasury Bill,,,,,,Axis Mutual Fund,AXISTAA,
182 Days Tbill (MD 30/04/2026),IN002025Y313,Sovereign,25000000.0,24549,0.0345,Axis Mutual Fund,AXISTAA,
182 Days Tbill (MD 08/01/2026),IN002025Y156,Sovereign,3500000.0,3493.9415,0.0049,Axis Mutual Fund,AXISTAA,
Sub Total,,,,28042.9415,0.0394,Axis Mutual Fund,AXISTAA,
Total,,,,204614.52,0.2873,Axis Mutual Fund,AXISTAA,
Others,,,,,,Axis Mutual Fund,AXISTAA,
Alternative Investment Fund Units,,,,,,Axis Mutual Fund,AXISTAA,
SBI - Corporate Debt Market Development Fund (CDMDF) - Class A2,INF0RQ622028,,14475.827,1671.2919,0.0023,Axis Mutual Fund,AXISTAA,
Sub Total,,,,1671.2919,0.0023,Axis Mutual Fund,AXISTAA,
Total,,,,1671.2919,0.0023,Axis Mutual Fund,AXISTAA,
Reverse Repo / TREPS,,,,,,Axis Mutual Fund,AXISTAA,
Clearing Corporation of India Ltd,,,,8649.3097,0.0121,Axis Mutual Fund,AXISTAA,
Sub Total,,,,8649.3097,0.0121,Axis Mutual Fund,AXISTAA,
Total,,,,8649.3097,0.0121,Axis Mutual Fund,AXISTAA,
Net Receivables / (Payables),,,,10383.986,0.0146,Axis Mutual Fund,AXISTAA,
GRAND TOTAL,,,,712290.54,1,Axis Mutual Fund,AXISTAA,
,,,,,,Axis Mutual Fund,AXISTAA,
#Unlisted Security,,,,,,Axis Mutual Fund,AXISTAA,
"FRN - Floating Rate Note , ZCB - Zero Coupon Bond",,,,,,Axis Mutual Fund,AXISTAA,
,,,,,,Axis Mutual Fund,AXISTAA,
$  Less Than 0.01% of Net Asset Value ,,,,,,Axis Mutual Fund,AXISTAA,
"As per SEBI Circular no. SEBI/HO/IMD/PoD1/CIR/P/2024/106 dated August 05, 2024, valuation of AT-1 Bonds are done on Yield to Call basis w.e.f. August 07, 2024. YTC of AT-1 Bonds are now same as it’s YTM and hence it is not disclosed separately under YTC.",,,,,,Axis Mutual Fund,AXISTAA,
,,,,,,Axis Mutual Fund,AXISTAA,
,,,,,,Axis Mutual Fund,AXISTAA,
,,,,,,Axis Mutual Fund,AXISTAA,
,,,,,,Axis Mutual Fund,AXISTAA,
,Benchmark Name - NIFTY LOW DURATION DEBT INDEX A-I,,,,,Axis Mutual Fund,AXISTAA,
Scheme Risk-O-Meter,Benchmark Risk-O-Meter,,,,,Axis Mutual Fund,AXISTAA,
Derivatives,,,,,,Axis Mutual Fund,AXISUSF,
Interest Rate Swaps,,,,,,Axis Mutual Fund,AXISUSF,
Interest Rate Swaps Pay Fix Receive Floating -HSBC BANK (30/09/2027) (FV 10000 Lacs),,,,10.36,$0.00%,Axis Mutual Fund,AXISUSF,
Interest Rate Swaps Pay Fix Receive Floating -NOMURA (15/06/2026) (FV 20000 Lacs),,,,3.4,$0.00%,Axis Mutual Fund,AXISUSF,
Interest Rate Swaps Pay Fix Receive Floating -IDFC BANK (12/06/2026) (FV 12500 Lacs),,,,1.0875,$0.00%,Axis Mutual Fund,AXISUSF,
Interest Rate Swaps Pay Fix Receive Floating -DBS (17/12/2026) (FV 15000 Lacs),,,,0.87,$0.00%,Axis Mutual Fund,AXISUSF,
Interest Rate Swaps Pay Fix Receive Floating -ICISECPD (12/03/2026) (FV 25000 Lacs),,,,-0.25,$0.00%,Axis Mutual Fund,AXISUSF,
Interest Rate Swaps Pay Fix Receive Floating -BARC (12/09/2026) (FV 15000 Lacs),,,,-0.54,$0.00%,Axis Mutual Fund,AXISUSF,
Interest Rate Swaps Pay Fix Receive Floating -NOMURA (23/01/2026) (FV 7500 Lacs),,,,-4.0575,$0.00%,Axis Mutual Fund,AXISUSF,
Interest Rate Swaps Pay Fix Receive Floating -HSBC BANK (30/01/2026) (FV 7500 Lacs),,,,-4.785,$0.00%,Axis Mutual Fund,AXISUSF,
Sub Total,,,,6.085,$0.00%,Axis Mutual Fund,AXISUSF,
Total,,,,6.085,$0.00%,Axis Mutual Fund,AXISUSF,
Debt Instruments,,,,,,Axis Mutual Fund,AXISUSF,
(a) Listed / awaiting listing on Stock Exchange,,,,,,Axis Mutual Fund,AXISUSF,
7.44% Small Industries Dev Bank of India (04/09/2026),INE556F08KI9,CRISIL AAA,17500.0,17552.8675,0.0254,Axis Mutual Fund,AXISUSF,
7.78% Bajaj Housing Finance Limited (26/05/2026) ,INE377Y07425,CRISIL AAA,1500.0,15058.65,0.0218,Axis Mutual Fund,AXISUSF,
8.15% Godrej Properties Limited (03/07/2026) ,INE484J08048,ICRA AA+,14000.0,14040.474,0.0203,Axis Mutual Fund,AXISUSF,
8.43% Tata Projects Limited (06/02/2026),INE725H08154,IND AA,12900.0,12921.5817,0.0187,Axis Mutual Fund,AXISUSF,
7.86% Karnataka State Development Loans (15/03/2027),IN1920160117,Sovereign,11500000.0,11750.516,0.017,Axis Mutual Fund,AXISUSF,
7.9237% Bajaj Housing Finance Limited (16/03/2026),INE377Y07375,CRISIL AAA,1100.0,11031.328,0.0159,Axis Mutual Fund,AXISUSF,
7.59% Small Industries Dev Bank of India (10/02/2026) ,INE556F08KG3,CRISIL AAA,10500.0,10515.9075,0.0152,Axis Mutual Fund,AXISUSF,
7.29% Bihar State Development Loans (28/12/2026),IN1320160139,Sovereign,9940400.0,10073.6212,0.0146,Axis Mutual Fund,AXISUSF,
8.05% Muthoot Finance Limited (25/11/2027) ,INE414G07JQ6,CRISIL AA+,10000.0,10065.97,0.0145,Axis Mutual Fund,AXISUSF,
9% Piramal Finance Limited (28/06/2027) ,INE202B07JT0,CARE AA,10000.0,10064.82,0.0145,Axis Mutual Fund,AXISUSF,
8.25% Narayana Hrudayalaya Limited (19/03/2029) ,INE410P08016,ICRA AA,10000.0,10044.13,0.0145,Axis Mutual Fund,AXISUSF,
7.1% Torrent Power Limited (11/03/2026) ,INE813H07184,CRISIL AA+,1000.0,10001.48,0.0145,Axis Mutual Fund,AXISUSF,
7.74% Tamilnadu State Development Loans (01/03/2027),IN3120161309,Sovereign,9000000.0,9177.957,0.0133,Axis Mutual Fund,AXISUSF,
7.62% Tamilnadu State Development Loans (29/03/2027),IN3120161424,Sovereign,8500000.0,8666.5915,0.0125,Axis Mutual Fund,AXISUSF,
7.69% LIC Housing Finance Limited (11/12/2026) ,INE115A07RA9,CRISIL AAA,7500.0,7550.2275,0.0109,Axis Mutual Fund,AXISUSF,
7.50% National Bank For Agriculture and Rural Development (31/08/2026),INE261F08EA6,CRISIL AAA,7500.0,7528.455,0.0109,Axis Mutual Fund,AXISUSF,
7.14% Gujarat State Development Loans (11/01/2027),IN1520160178,Sovereign,7000000.0,7081.417,0.0102,Axis Mutual Fund,AXISUSF,
8.30% Godrej Industries Limited (12/06/2026) ,INE233A08071,CRISIL AA+,6000.0,6027.018,0.0087,Axis Mutual Fund,AXISUSF,
8.02% Mindspace Business Parks REIT (13/04/2026) ,INE0CCU07074,CRISIL AAA,6000.0,6022.158,0.0087,Axis Mutual Fund,AXISUSF,
7.54% Small Industries Dev Bank of India (12/01/2026),INE556F08KF5,ICRA AAA,600.0,6003.3,0.0087,Axis Mutual Fund,AXISUSF,
9.95% IndoStar Capital Finance Limited (27/05/2026) ,INE896L07AI0,CARE AA-,5500.0,5533.858,0.008,Axis Mutual Fund,AXISUSF,
9.75% Nuvama Wealth Finance Limited (17/01/2028) ,INE918K07PU7,CARE AA,5500.0,5516.203,0.008,Axis Mutual Fund,AXISUSF,
7.97% Mankind Pharma Limited (16/11/2027) ,INE634S07033,CRISIL AA+,5000.0,5058.735,0.0073,Axis Mutual Fund,AXISUSF,
7.8% National Bank For Agriculture and Rural Development (15/03/2027) ,INE261F08EF5,ICRA AAA,5000.0,5054.26,0.0073,Axis Mutual Fund,AXISUSF,
7.75% Mindspace Business Parks REIT (30/06/2026) ,INE0CCU07082,CRISIL AAA,5000.0,5024.635,0.0073,Axis Mutual Fund,AXISUSF,
7.58% National Bank For Agriculture and Rural Development (31/07/2026),INE261F08DX0,CRISIL AAA,5000.0,5017.675,0.0072,Axis Mutual Fund,AXISUSF,
7.43% Small Industries Dev Bank of India (31/08/2026) ,INE556F08KH1,CRISIL AAA,5000.0,5013.935,0.0072,Axis Mutual Fund,AXISUSF,
9.25% SK Finance Limited (24/10/2027) ,INE124N07762,ICRA AA-,5000.0,5011.48,0.0072,Axis Mutual Fund,AXISUSF,
8.75% 360 One Prime Limited (10/09/2027) ,INE248U07GA9,ICRA AA,5000.0,5000.42,0.0072,Axis Mutual Fund,AXISUSF,
7.55% Poonawalla Fincorp Limited (25/03/2027) ,INE511C07946,CRISIL AAA,5000.0,4998.3,0.0072,Axis Mutual Fund,AXISUSF,
8.75% Shriram Finance Limited (15/06/2026) ,INE721A07RH9,CRISIL AA+,4800.0,4832.4096,0.007,Axis Mutual Fund,AXISUSF,
7.57% National Bank For Agriculture and Rural Development (19/03/2026) ,INE261F08DW2,CRISIL AAA,4000.0,4008.024,0.0058,Axis Mutual Fund,AXISUSF,
7.99% Mankind Pharma Limited (16/04/2026) ,INE634S07017,CRISIL AA+,3500.0,3508.4035,0.0051,Axis Mutual Fund,AXISUSF,
7.7201% LIC Housing Finance Limited (12/02/2026) ,INE115A07QB9,CRISIL AAA,350.0,3504.214,0.0051,Axis Mutual Fund,AXISUSF,
8.38% Rajasthan State Development Loans (27/01/2026),IN2920150231,Sovereign,3000000.0,3006.471,0.0043,Axis Mutual Fund,AXISUSF,
9.10% Shriram Finance Limited (18/03/2027) ,INE721A07RZ1,CRISIL AA+,2500.0,2551.52,0.0037,Axis Mutual Fund,AXISUSF,
8.52% Muthoot Finance Limited (07/04/2028) ,INE414G07JN3,CRISIL AA+,2500.0,2534.6625,0.0037,Axis Mutual Fund,AXISUSF,
8.75% Godrej Finance Limited (18/01/2027) ,INE02KN07022,CRISIL AA+,2500.0,2533.8025,0.0037,Axis Mutual Fund,AXISUSF,
7.49% National Bank For Agriculture and Rural Development (15/10/2026) ,INE261F08EB4,CRISIL AAA,2500.0,2511.4475,0.0036,Axis Mutual Fund,AXISUSF,
8.36% Godrej Industries Limited (28/08/2026) ,INE233A08121,CRISIL AA+,2500.0,2511.145,0.0036,Axis Mutual Fund,AXISUSF,
7.27% Tata Capital Housing Finance Limited (25/04/2028) ,INE033L07IN3,CRISIL AAA,2500.0,2506.41,0.0036,Axis Mutual Fund,AXISUSF,
8.95% Phoenix Arc Pvt Limited (23/03/2028) ,INE163K07147,CRISIL AA,2500.0,2506.27,0.0036,Axis Mutual Fund,AXISUSF,
8.95% Phoenix Arc Pvt Limited (22/12/2028) ,INE163K07162,CRISIL AA,2500.0,2504.5925,0.0036,Axis Mutual Fund,AXISUSF,
6.8% Embassy Office Parks REIT (07/09/2026) ,INE041007068,CRISIL AAA,250.0,2498.06,0.0036,Axis Mutual Fund,AXISUSF,
8.32% Torrent Power Limited (28/02/2027) ,INE813H07382,CRISIL AA+,1900.0,1922.9159,0.0028,Axis Mutual Fund,AXISUSF,
8.20% Tata Projects Limited (27/04/2026) ,INE725H08121,IND AA,1500.0,1503.2025,0.0022,Axis Mutual Fund,AXISUSF,
7.62% Tamilnadu State Development Loans (09/08/2026),IN3120160087,Sovereign,1000000.0,1010.925,0.0015,Axis Mutual Fund,AXISUSF,
8.4% Nirma Limited (07/04/2026) ,INE091A07216,CRISIL AA,1000.0,1001.618,0.0014,Axis Mutual Fund,AXISUSF,
7.64% Uttar Pradesh State Development Loans (29/03/2027),IN3320160358,Sovereign,500000.0,509.797,0.0007,Axis Mutual Fund,AXISUSF,
7.63% Andhra Pradesh State Development Loans (09/08/2026),IN1020160066,Sovereign,500000.0,505.4275,0.0007,Axis Mutual Fund,AXISUSF,
9.4% IndoStar Capital Finance Limited (18/06/2027) ,INE896L07AL4,CARE AA-,500.0,502.6205,0.0007,Axis Mutual Fund,AXISUSF,
7.27% Sundaram Home Finance Limited (24/05/2027) ,INE667F07JA5,ICRA AAA,500.0,501.1835,0.0007,Axis Mutual Fund,AXISUSF,
Sub Total,,,,301383.0929,0.4354,Axis Mutual Fund,AXISUSF,
(b) Privately placed / Unlisted,,,,NIL,NIL,Axis Mutual Fund,AXISUSF,
Sub Total,,,,NIL,NIL,Axis Mutual Fund,AXISUSF,
(a) Listed / awaiting listing on Stock Exchange,,,,NIL,NIL,Axis Mutual Fund,AXISUSF,
Sub Total,,,,NIL,NIL,Axis Mutual Fund,AXISUSF,
(b) Privately placed / Unlisted,,,,,,Axis Mutual Fund,AXISUSF,
7.7954% Reliance Life Sciences Private Limited (08/05/2026) #,INE11LM07023,CARE AAA,250.0,2508.405,0.0036,Axis Mutual Fund,AXISUSF,
Sub Total,,,,2508.405,0.0036,Axis Mutual Fund,AXISUSF,
(c) Securitised Debt,,,,,,Axis Mutual Fund,AXISUSF,
Liquid Gold Series (20/01/2028) ,INE2JYU15015,CRISIL AAA(SO),90.0,6771.6729,0.0098,Axis Mutual Fund,AXISUSF,
Liquid Gold Series (20/10/2027) ,INE29DX15014,CRISIL AAA(SO),1157.0,6760.851,0.0098,Axis Mutual Fund,AXISUSF,
Sansar Trust (25/04/2031) ,INE1WMT15017,CRISIL AAA(SO),500000000.0,5005.5,0.0072,Axis Mutual Fund,AXISUSF,
India Universal Trust (21/11/2026) ,INE1CBK15011,CRISIL AAA(SO),85.0,3027.8394,0.0044,Axis Mutual Fund,AXISUSF,
India Universal Trust (20/09/2026) ,INE16J715019,IND AAA(SO),100.0,2527.9426,0.0037,Axis Mutual Fund,AXISUSF,
Sansar Trust (25/06/2030) ,INE0YWN15017,CRISIL AAA(SO),500000000.0,1888.5,0.0027,Axis Mutual Fund,AXISUSF,
Sub Total,,,,25982.3058,0.0375,Axis Mutual Fund,AXISUSF,
Total,,,,329873.8038,0.4766,Axis Mutual Fund,AXISUSF,
Money Market Instruments,,,,,,Axis Mutual Fund,AXISUSF,
Certificate of Deposit,,,,,,Axis Mutual Fund,AXISUSF,
National Bank For Agriculture and Rural Development (24/03/2026) ,INE261F16991,CRISIL A1+,5000.0,24642.875,0.0356,Axis Mutual Fund,AXISUSF,
Union Bank of India (20/05/2026) ,INE692A16KF2,IND A1+,5000.0,24384.8,0.0352,Axis Mutual Fund,AXISUSF,
HDFC Bank Limited (04/06/2026) ,INE040A16HT1,CARE A1+,4000.0,19456.3,0.0281,Axis Mutual Fund,AXISUSF,
HDFC Bank Limited (24/03/2026) ,INE040A16GS5,CRISIL A1+,3300.0,16264.974,0.0235,Axis Mutual Fund,AXISUSF,
IndusInd Bank Limited (20/01/2026) ,INE095A16X93,CRISIL A1+,3000.0,14937.345,0.0216,Axis Mutual Fund,AXISUSF,
Small Industries Dev Bank of India (27/02/2026),INE556F16BB6,CARE A1+,3000.0,14844.675,0.0214,Axis Mutual Fund,AXISUSF,
Bank of India (10/03/2026),INE084A16EK5,CRISIL A1+,3000.0,14819.505,0.0214,Axis Mutual Fund,AXISUSF,
Kotak Mahindra Bank Limited (18/05/2026) ,INE237AD6059,CRISIL A1+,3000.0,14638.38,0.0211,Axis Mutual Fund,AXISUSF,
Canara Bank (29/05/2026) ,INE476A16F03,CRISIL A1+,3000.0,14609.895,0.0211,Axis Mutual Fund,AXISUSF,
Kotak Mahindra Bank Limited (31/08/2026) ,INE237AD6075,CRISIL A1+,3000.0,14360.1,0.0207,Axis Mutual Fund,AXISUSF,
HDFC Bank Limited (13/11/2026) ,INE040A16HW5,CARE A1+,3000.0,14172.39,0.0205,Axis Mutual Fund,AXISUSF,
Kotak Mahindra Bank Limited (18/02/2026) ,INE237A165Z5,CRISIL A1+,2000.0,9911.92,0.0143,Axis Mutual Fund,AXISUSF,
IndusInd Bank Limited (12/03/2026) ,INE095A167B3,CRISIL A1+,2000.0,9872.01,0.0143,Axis Mutual Fund,AXISUSF,
Small Industries Dev Bank of India (25/03/2026) ,INE556F16BF7,CRISIL A1+,2000.0,9855.42,0.0142,Axis Mutual Fund,AXISUSF,
Indian Bank (30/04/2026) ,INE562A16PQ3,CRISIL A1+,2000.0,9788.18,0.0141,Axis Mutual Fund,AXISUSF,
Punjab National Bank (18/03/2026) ,INE160A16RK5,CARE A1+,1500.0,7400.865,0.0107,Axis Mutual Fund,AXISUSF,
