Name of the Instrument,ISIN,Rating,Quantity,"Market/Fair Value
 (Rs. in Lakhs)","% to Net
 Assets",AMC Name,Scheme Name,Industry / Rating,Reporting Date
7.88% Muthoot Finance Limited (22/11/2028) ,INE414G07JS2,CRISIL AA+,5000.0,5009.375,0.0069,Axis Mutual Fund,AXISTAA,,2020-12-12
6.60% REC Limited (30/06/2027),INE020B08FZ9,ICRA AAA,5000.0,4984.72,0.0069,Axis Mutual Fund,AXISTAA,,2020-12-12
6.52% REC Limited (31/01/2028),INE020B08FW6,ICRA AAA,5000.0,4971.695,0.0068,Axis Mutual Fund,AXISTAA,,2020-12-12
7.59% Karnataka State Development Loans (15/02/2027),IN1920160091,Sovereign,4500000.0,4583.61,0.0063,Axis Mutual Fund,AXISTAA,,2020-12-12
8.52% Muthoot Finance Limited (26/05/2028) ,INE414G07JO1,CRISIL AA+,4500.0,4566.726,0.0063,Axis Mutual Fund,AXISTAA,,2020-12-12
8.75% Piramal Finance Limited (29/10/2027) ,INE202B07JW4,ICRA AA,4500.0,4501.9035,0.0062,Axis Mutual Fund,AXISTAA,,2020-12-12
8.75% 360 One Prime Limited (10/09/2027) ,INE248U07GA9,ICRA AA,4500.0,4495.4595,0.0062,Axis Mutual Fund,AXISTAA,,2020-12-12
8.60% Muthoot Finance Limited (02/03/2028) ,INE414G07JM5,CRISIL AA+,4000.0,4062.876,0.0056,Axis Mutual Fund,AXISTAA,,2020-12-12
6.92% DLF Cyber City Developers Limited (28/07/2028) ,INE186K07122,CRISIL AAA,3500.0,3492.2055,0.0048,Axis Mutual Fund,AXISTAA,,2020-12-12
Jubilant Bevco Limited (31/05/2028) (ZCB) ,INE1D4P08019,CRISIL AA,3000.0,3200.103,0.0044,Axis Mutual Fund,AXISTAA,,2020-12-12
8.65% Aadhar Housing Finance Limited (20/08/2027) ,INE883F07330,ICRA AA,3000.0,3046.887,0.0042,Axis Mutual Fund,AXISTAA,,2020-12-12
8.49% Kerala State Development Loans (10/02/2026),IN2020150156,Sovereign,3030000.0,3042.9351,0.0042,Axis Mutual Fund,AXISTAA,,2020-12-12
7.88% IndiGRID Infrastructure Trust (30/04/2029) ,INE219X07439,CRISIL AAA,2500.0,2565.0325,0.0035,Axis Mutual Fund,AXISTAA,,2020-12-12
7.68% Small Industries Dev Bank of India (10/08/2027) ,INE556F08KP4,CRISIL AAA,2500.0,2533.8475,0.0035,Axis Mutual Fund,AXISTAA,,2020-12-12
7.19% Gujarat State Development Loans (25/01/2027),IN1520160186,Sovereign,2500000.0,2533.7275,0.0035,Axis Mutual Fund,AXISTAA,,2020-12-12
7.79% Small Industries Dev Bank of India (19/04/2027) ,INE556F08KK5,CRISIL AAA,2500.0,2531.8525,0.0035,Axis Mutual Fund,AXISTAA,,2020-12-12
7.1% Bihar State Development Loans (14/12/2026),IN1320160121,Sovereign,2500000.0,2530.275,0.0035,Axis Mutual Fund,AXISTAA,,2020-12-12
8.60% Aditya Birla Renewables Limited (24/09/2027) ,INE01QP08016,CRISIL AA,2500.0,2530.12,0.0035,Axis Mutual Fund,AXISTAA,,2020-12-12
8.53% Uttar Pradesh State Development Loans (10/02/2026),IN3320150375,Sovereign,2500000.0,2510.675,0.0035,Axis Mutual Fund,AXISTAA,,2020-12-12
7.3% Bharti Telecom Limited (01/12/2027) ,INE403D08306,CRISIL AAA,2500.0,2502.8875,0.0034,Axis Mutual Fund,AXISTAA,,2020-12-12
7.123% Tata Capital Housing Finance Limited (21/07/2027),INE033L07IO1,CRISIL AAA,2500.0,2501.23,0.0034,Axis Mutual Fund,AXISTAA,,2020-12-12
7.2337% Bajaj Finance Limited (28/06/2027) ,INE296A07TK2,CRISIL AAA,2500.0,2499.94,0.0034,Axis Mutual Fund,AXISTAA,,2020-12-12
6.90% LIC Housing Finance Limited (17/09/2027) ,INE115A07RH4,CRISIL AAA,2500.0,2496.9475,0.0034,Axis Mutual Fund,AXISTAA,,2020-12-12
Power Finance Corporation Limited (25/08/2026) (ZCB) ,INE134E08MS3,CRISIL AAA,2500.0,2388.2125,0.0033,Axis Mutual Fund,AXISTAA,,2020-12-12
09.15% Shriram Finance Limited (28/06/2029) ,INE721A07SD6,CRISIL AA+,2000.0,2083.742,0.0029,Axis Mutual Fund,AXISTAA,,2020-12-12
7.83% National Bank For Agriculture and Rural Development (30/12/2026) ,INE261F08ED0,CRISIL AAA,2000.0,2020.224,0.0028,Axis Mutual Fund,AXISTAA,,2020-12-12
7.22% Embassy Office Parks REIT (16/05/2028) ,INE041007175,CRISIL AAA,2000.0,2003.898,0.0028,Axis Mutual Fund,AXISTAA,,2020-12-12
7.05% Embassy Office Parks REIT (18/10/2026) ,INE041007084,CRISIL AAA,200.0,2002.456,0.0028,Axis Mutual Fund,AXISTAA,,2020-12-12
8.05% Muthoot Finance Limited (25/11/2027),INE414G07JQ6,CRISIL AA+,1500.0,1511.3565,0.0021,Axis Mutual Fund,AXISTAA,,2020-12-12
8.27% Haryana State Development Loans (23/12/2025),IN1620150111,Sovereign,1500000.0,1501.1535,0.0021,Axis Mutual Fund,AXISTAA,,2020-12-12
6.09% Power Finance Corporation Limited (27/08/2026) ,INE134E08LK2,CRISIL AAA,150.0,1492.6305,0.0021,Axis Mutual Fund,AXISTAA,,2020-12-12
6.90% Government of India (04/02/2026),IN0020089069,Sovereign,1050000.0,1051.6485,0.0014,Axis Mutual Fund,AXISTAA,,2020-12-12
8.95% Muthoot Finance Limited (03/05/2027) ,INE414G07JD4,CRISIL AA+,1000.0,1016.373,0.0014,Axis Mutual Fund,AXISTAA,,2020-12-12
7.35% Bharti Telecom Limited (15/10/2027) ,INE403D08272,CRISIL AAA,1000.0,1001.651,0.0014,Axis Mutual Fund,AXISTAA,,2020-12-12
7.58% National Bank For Agriculture and Rural Development (31/07/2026) ,INE261F08DX0,CRISIL AAA,500.0,501.921,0.0007,Axis Mutual Fund,AXISTAA,,2020-12-12
8.0736% HDB Financial Services Limited (17/04/2026) ,INE756I07EP9,CRISIL AAA,500.0,501.4215,0.0007,Axis Mutual Fund,AXISTAA,,2020-12-12
8.15% Samvardhana Motherson International Limited (23/01/2026) ,INE775A08089,IND AAA,500.0,500.598,0.0007,Axis Mutual Fund,AXISTAA,,2020-12-12
6.89% Bihar State Development Loans (23/11/2026),IN1320160113,Sovereign,476000.0,480.6624,0.0007,Axis Mutual Fund,AXISTAA,,2020-12-12
6.88% West Bangal State Development Loans (23/11/2026),IN3420160100,Sovereign,476000.0,480.571,0.0007,Axis Mutual Fund,AXISTAA,,2020-12-12
8% Government of India (23/03/2026),IN0020089077,Sovereign,440000.0,442.6259,0.0006,Axis Mutual Fund,AXISTAA,,2020-12-12
6.43% Assam State Development Loans (17/03/2026),IN1220200340,Sovereign,323000.0,323.6667,0.0004,Axis Mutual Fund,AXISTAA,,2020-12-12
7.9265% LIC Housing Finance Limited (14/07/2027) ,INE115A07QS3,CRISIL AAA,250.0,253.384,0.0003,Axis Mutual Fund,AXISTAA,,2020-12-12
7.95% Government of India (18/02/2026),IN0020079037,Sovereign,200000.0,200.7264,0.0003,Axis Mutual Fund,AXISTAA,,2020-12-12
8.48% Rajasthan State Development Loans (10/02/2026),IN2920150249,Sovereign,70000.0,70.2951,0.0001,Axis Mutual Fund,AXISTAA,,2020-12-12
8.75% Shriram Finance Limited (05/10/2026),INE721A07RQ0,CRISIL AA+,50.0,50.4114,0.0001,Axis Mutual Fund,AXISTAA,,2020-12-12
Sub Total,,,,442727.1471,0.6092,Axis Mutual Fund,AXISTAA,,2020-12-12
(b) Privately placed / Unlisted,,,,,,Axis Mutual Fund,AXISTAA,,2020-12-12
Sub Total,,,,,,Axis Mutual Fund,AXISTAA,,2020-12-12
(a) Listed / awaiting listing on Stock Exchange,,,,,,Axis Mutual Fund,AXISTAA,,2020-12-12
Sub Total,,,,,,Axis Mutual Fund,AXISTAA,,2020-12-12
7.7954% Reliance Life Sciences Private Limited (08/05/2026) #,INE11LM07023,CARE AAA,750.0,7528.14,0.0104,Axis Mutual Fund,AXISTAA,,2020-12-12
7.7954% Reliance Life Sciences Private Limited (05/11/2027) #,INE11LM07031,CARE AAA,250.0,2524.9575,0.0035,Axis Mutual Fund,AXISTAA,,2020-12-12
Sub Total,,,,10053.0975,0.0138,Axis Mutual Fund,AXISTAA,,2020-12-12
Liquid Gold Series (20/01/2028) ,INE2JYU15015,CRISIL AAA(SO),100.0,7891.3341,0.0109,Axis Mutual Fund,AXISTAA,,2020-12-12
Sansar Trust (25/04/2031) ,INE1WMT15017,CRISIL AAA(SO),500000000.0,5005.5,0.0069,Axis Mutual Fund,AXISTAA,,2020-12-12
Siddhivinayak Securitisation Trust (28/09/2030) ,INE2I7F15012,CRISIL AAA(SO),47.0,4755.6804,0.0065,Axis Mutual Fund,AXISTAA,,2020-12-12
Shivshakti Securitisation Trust (28/09/2029) ,INE2I7G15010,CRISIL AAA(SO),47.0,4753.8753,0.0065,Axis Mutual Fund,AXISTAA,,2020-12-12
Sansar Trust (25/06/2030) ,INE0YWN15017,CRISIL AAA(SO),1000000000.0,4204.0,0.0058,Axis Mutual Fund,AXISTAA,,2020-12-12
India Universal Trust (20/07/2027) ,INE16J715027,IND AAA(SO),50.0,4178.7199,0.0058,Axis Mutual Fund,AXISTAA,,2020-12-12
Radhakrishna Securitisation Trust (28/09/2028) ,INE2I7H15018,CRISIL AAA(SO),31.0,3128.1839,0.0043,Axis Mutual Fund,AXISTAA,,2020-12-12
India Universal Trust (20/09/2026) ,INE16J715019,IND AAA(SO),100.0,3029.4158,0.0042,Axis Mutual Fund,AXISTAA,,2020-12-12
India Universal Trust (21/11/2027) ,INE1CBK15029,CRISIL AAA(SO),37.0,2832.8186,0.0039,Axis Mutual Fund,AXISTAA,,2020-12-12
Sansar Trust (17/03/2028) ,INE0RVR15014,CRISIL AAA(SO),476900778.0,1660.5685,0.0023,Axis Mutual Fund,AXISTAA,,2020-12-12
India Universal Trust (21/11/2026) ,INE1CBK15011,CRISIL AAA(SO),33.0,1340.1657,0.0018,Axis Mutual Fund,AXISTAA,,2020-12-12
Sub Total,,,,42780.2622,0.0589,Axis Mutual Fund,AXISTAA,,2020-12-12
Total,,,,495560.5067,0.6819,Axis Mutual Fund,AXISTAA,,2020-12-12
HDFC Bank Limited (19/05/2026) ,INE040A16GW7,CARE A1+,4000.0,19465.82,0.0268,Axis Mutual Fund,AXISTAA,,2020-12-12
Bank of Baroda (27/01/2026) ,INE028A16JH7,IND A1+,3500.0,17368.4175,0.0239,Axis Mutual Fund,AXISTAA,,2020-12-12
HDFC Bank Limited (11/09/2026) ,INE040A16HN4,CARE A1+,3000.0,14296.83,0.0197,Axis Mutual Fund,AXISTAA,,2020-12-12
Bank of Baroda (23/02/2026),INE028A16JO3,IND A1+,2500.0,12351.5,0.017,Axis Mutual Fund,AXISTAA,,2020-12-12
Indian Bank (04/02/2026) ,INE562A16OA0,CRISIL A1+,2000.0,9911.28,0.0136,Axis Mutual Fund,AXISTAA,,2020-12-12
IDBI Bank Limited (05/02/2026) ,INE008A16X73,CRISIL A1+,2000.0,9908.39,0.0136,Axis Mutual Fund,AXISTAA,,2020-12-12
HDFC Bank Limited (25/02/2026) ,INE040A16GJ4,CRISIL A1+,2000.0,9877.94,0.0136,Axis Mutual Fund,AXISTAA,,2020-12-12
IndusInd Bank Limited (11/03/2026) ,INE095A16Z42,CRISIL A1+,2000.0,9851.44,0.0136,Axis Mutual Fund,AXISTAA,,2020-12-12
Union Bank of India (15/05/2026) ,INE692A16KC9,IND A1+,2000.0,9740.72,0.0134,Axis Mutual Fund,AXISTAA,,2020-12-12
Small Industries Dev Bank of India (04/12/2026) ,INE556F16BS0,CARE A1+,2000.0,9388.32,0.0129,Axis Mutual Fund,AXISTAA,,2020-12-12
Bank of Baroda (06/02/2026) ,INE028A16JM7,IND A1+,1500.0,7431.195,0.0102,Axis Mutual Fund,AXISTAA,,2020-12-12
Canara Bank (27/01/2026) ,INE476A16E12,CRISIL A1+,1000.0,4962.375,0.0068,Axis Mutual Fund,AXISTAA,,2020-12-12
Bank of Baroda (05/06/2026) ,INE028A16KR4,CARE A1+,1000.0,4853.09,0.0067,Axis Mutual Fund,AXISTAA,,2020-12-12
HDFC Bank Limited (13/11/2026) ,INE040A16HW5,CARE A1+,1000.0,4713.405,0.0065,Axis Mutual Fund,AXISTAA,,2020-12-12
Canara Bank (12/03/2026) ,INE476A16B23,CRISIL A1+,700.0,3449.243,0.0047,Axis Mutual Fund,AXISTAA,,2020-12-12
Bank of Baroda (16/12/2025) ,INE028A16ID8,IND A1+,500.0,2498.865,0.0034,Axis Mutual Fund,AXISTAA,,2020-12-12
IDBI Bank Limited (03/02/2026) ,INE008A16X65,CRISIL A1+,500.0,2477.9375,0.0034,Axis Mutual Fund,AXISTAA,,2020-12-12
HDFC Bank Limited (06/02/2026),INE040A16GF2,CARE A1+,500.0,2477.045,0.0034,Axis Mutual Fund,AXISTAA,,2020-12-12
Canara Bank (20/02/2026) ,INE476A16A57,CRISIL A1+,500.0,2471.5475,0.0034,Axis Mutual Fund,AXISTAA,,2020-12-12
HDFC Bank Limited (24/03/2026) ,INE040A16GS5,CRISIL A1+,500.0,2458.7125,0.0034,Axis Mutual Fund,AXISTAA,,2020-12-12
Union Bank of India (20/05/2026) ,INE692A16KF2,IND A1+,500.0,2433.12,0.0033,Axis Mutual Fund,AXISTAA,,2020-12-12
Sub Total,,,,162387.193,0.2235,Axis Mutual Fund,AXISTAA,,2020-12-12
Small Industries Dev Bank of India (06/03/2026) ,INE556F14LU0,CRISIL A1+,1000.0,4931.815,0.0068,Axis Mutual Fund,AXISTAA,,2020-12-12
Sub Total,,,,4931.815,0.0068,Axis Mutual Fund,AXISTAA,,2020-12-12
182 Days Tbill (MD 30/04/2026),IN002025Y313,Sovereign,25000000.0,24497.075,0.0337,Axis Mutual Fund,AXISTAA,,2020-12-12
182 Days Tbill (MD 08/01/2026),IN002025Y156,Sovereign,3500000.0,3487.036,0.0048,Axis Mutual Fund,AXISTAA,,2020-12-12
Sub Total,,,,27984.111,0.0385,Axis Mutual Fund,AXISTAA,,2020-12-12
Total,,,,195303.119,0.2687,Axis Mutual Fund,AXISTAA,,2020-12-12
SBI - Corporate Debt Market Development Fund (CDMDF) - Class A2,INF0RQ622028,,14475.827,1666.7274,0.0023,Axis Mutual Fund,AXISTAA,,2020-12-12
Sub Total,,,,1666.7274,0.0023,Axis Mutual Fund,AXISTAA,,2020-12-12
Total,,,,1666.7274,0.0023,Axis Mutual Fund,AXISTAA,,2020-12-12
Clearing Corporation of India Ltd,,,,36448.602,0.0502,Axis Mutual Fund,AXISTAA,,2020-12-12
Sub Total,,,,36448.602,0.0502,Axis Mutual Fund,AXISTAA,,2020-12-12
Total,,,,36448.602,0.0502,Axis Mutual Fund,AXISTAA,,2020-12-12
Net Receivables / (Payables),,,,-2162.7926,-0.003,Axis Mutual Fund,AXISTAA,,2020-12-12
GRAND TOTAL,,,,726725.11,1.0,Axis Mutual Fund,AXISTAA,,2020-12-12
Interest Rate Swaps Pay Fix Receive Floating -HSBC BANK (30/09/2027) (FV 10000 Lacs),,,,10.73,0.0,Axis Mutual Fund,AXISUSF,,2020-12-12
Interest Rate Swaps Pay Fix Receive Floating -NOMURA (15/06/2026) (FV 20000 Lacs),,,,1.36,0.0,Axis Mutual Fund,AXISUSF,,2020-12-12
Interest Rate Swaps Pay Fix Receive Floating -IDFC BANK (12/06/2026) (FV 12500 Lacs),,,,-0.175,0.0,Axis Mutual Fund,AXISUSF,,2020-12-12
Interest Rate Swaps Pay Fix Receive Floating -BARC (12/09/2026) (FV 15000 Lacs),,,,-1.605,0.0,Axis Mutual Fund,AXISUSF,,2020-12-12
Interest Rate Swaps Pay Fix Receive Floating -ICISECPD (12/03/2026) (FV 25000 Lacs),,,,-1.975,0.0,Axis Mutual Fund,AXISUSF,,2020-12-12
Interest Rate Swaps Pay Fix Receive Floating -NOMURA (23/01/2026) (FV 7500 Lacs),,,,-6.4875,0.0,Axis Mutual Fund,AXISUSF,,2020-12-12
Interest Rate Swaps Pay Fix Receive Floating -HSBC BANK (30/01/2026) (FV 7500 Lacs),,,,-7.0725,0.0,Axis Mutual Fund,AXISUSF,,2020-12-12
Sub Total,,,,-5.225,0.0,Axis Mutual Fund,AXISUSF,,2020-12-12
Total,,,,-5.225,0.0,Axis Mutual Fund,AXISUSF,,2020-12-12
7.44% Small Industries Dev Bank of India (04/09/2026) ,INE556F08KI9,CRISIL AAA,17500.0,17566.9025,0.0256,Axis Mutual Fund,AXISUSF,,2020-12-12
7.78% Bajaj Housing Finance Limited (26/05/2026) ,INE377Y07425,CRISIL AAA,1500.0,15062.835,0.0219,Axis Mutual Fund,AXISUSF,,2020-12-12
8.15% Godrej Properties Limited (03/07/2026) ,INE484J08048,ICRA AA+,14000.0,14046.228,0.0204,Axis Mutual Fund,AXISUSF,,2020-12-12
8.43% Tata Projects Limited (06/02/2026) ,INE725H08154,IND AA,12900.0,12925.9677,0.0188,Axis Mutual Fund,AXISUSF,,2020-12-12
7.86% Karnataka State Development Loans (15/03/2027),IN1920160117,Sovereign,11500000.0,11765.2475,0.0171,Axis Mutual Fund,AXISUSF,,2020-12-12
7.9237% Bajaj Housing Finance Limited (16/03/2026) ,INE377Y07375,CRISIL AAA,1100.0,11035.563,0.0161,Axis Mutual Fund,AXISUSF,,2020-12-12
7.59% Small Industries Dev Bank of India (10/02/2026),INE556F08KG3,CRISIL AAA,10500.0,10518.4485,0.0153,Axis Mutual Fund,AXISUSF,,2020-12-12
7.29% Bihar State Development Loans (28/12/2026),IN1320160139,Sovereign,9940400.0,10083.7505,0.0147,Axis Mutual Fund,AXISUSF,,2020-12-12
8.05% Muthoot Finance Limited (25/11/2027),INE414G07JQ6,CRISIL AA+,10000.0,10075.71,0.0147,Axis Mutual Fund,AXISUSF,,2020-12-12
8.25% Narayana Hrudayalaya Limited (19/03/2029) ,INE410P08016,ICRA AA,10000.0,10046.76,0.0146,Axis Mutual Fund,AXISUSF,,2020-12-12
9% Piramal Finance Limited (28/06/2027) ,INE202B07JT0,CARE AA,10000.0,10038.79,0.0146,Axis Mutual Fund,AXISUSF,,2020-12-12
7.1% Torrent Power Limited (11/03/2026) ,INE813H07184,CRISIL AA+,1000.0,10002.56,0.0146,Axis Mutual Fund,AXISUSF,,2020-12-12
7.74% Tamilnadu State Development Loans (01/03/2027),IN3120161309,Sovereign,9000000.0,9188.883,0.0134,Axis Mutual Fund,AXISUSF,,2020-12-12
7.62% Tamilnadu State Development Loans (29/03/2027),IN3120161424,Sovereign,8500000.0,8676.9445,0.0126,Axis Mutual Fund,AXISUSF,,2020-12-12
7.69% LIC Housing Finance Limited (11/12/2026) ,INE115A07RA9,CRISIL AAA,7500.0,7554.9375,0.011,Axis Mutual Fund,AXISUSF,,2020-12-12
7.50% National Bank For Agriculture and Rural Development (31/08/2026) ,INE261F08EA6,CRISIL AAA,7500.0,7530.7275,0.011,Axis Mutual Fund,AXISUSF,,2020-12-12
8.75% Shriram Finance Limited (15/06/2026) ,INE721A07RH9,CRISIL AA+,7300.0,7352.5235,0.0107,Axis Mutual Fund,AXISUSF,,2020-12-12
7.14% Gujarat State Development Loans (11/01/2027),IN1520160178,Sovereign,7000000.0,7087.808,0.0103,Axis Mutual Fund,AXISUSF,,2020-12-12
7.54% Small Industries Dev Bank of India (12/01/2026) ,INE556F08KF5,ICRA AAA,700.0,7006.727,0.0102,Axis Mutual Fund,AXISUSF,,2020-12-12
8.30% Godrej Industries Limited (12/06/2026) ,INE233A08071,CRISIL AA+,6000.0,6029.478,0.0088,Axis Mutual Fund,AXISUSF,,2020-12-12
8.02% Mindspace Business Parks REIT (13/04/2026),INE0CCU07074,CRISIL AAA,6000.0,6023.706,0.0088,Axis Mutual Fund,AXISUSF,,2020-12-12
9.95% IndoStar Capital Finance Limited (27/05/2026) ,INE896L07AI0,CARE AA-,5500.0,5533.4895,0.0081,Axis Mutual Fund,AXISUSF,,2020-12-12
9.75% Nuvama Wealth Finance Limited (17/01/2028) ,INE918K07PU7,CARE AA,5500.0,5518.557,0.008,Axis Mutual Fund,AXISUSF,,2020-12-12
7.97% Mankind Pharma Limited (16/11/2027) ,INE634S07033,CRISIL AA+,5000.0,5062.085,0.0074,Axis Mutual Fund,AXISUSF,,2020-12-12
7.8% National Bank For Agriculture and Rural Development (15/03/2027),INE261F08EF5,ICRA AAA,5000.0,5055.705,0.0074,Axis Mutual Fund,AXISUSF,,2020-12-12
7.75% Mindspace Business Parks REIT (30/06/2026) ,INE0CCU07082,CRISIL AAA,5000.0,5024.76,0.0073,Axis Mutual Fund,AXISUSF,,2020-12-12
7.58% National Bank For Agriculture and Rural Development (31/07/2026) ,INE261F08DX0,CRISIL AAA,5000.0,5019.21,0.0073,Axis Mutual Fund,AXISUSF,,2020-12-12
7.43% Small Industries Dev Bank of India (31/08/2026) ,INE556F08KH1,CRISIL AAA,5000.0,5018.32,0.0073,Axis Mutual Fund,AXISUSF,,2020-12-12
9.25% SK Finance Limited (24/10/2027) ,INE124N07762,ICRA AA-,5000.0,5010.21,0.0073,Axis Mutual Fund,AXISUSF,,2020-12-12
8.75% 360 One Prime Limited (10/09/2027) ,INE248U07GA9,ICRA AA,5000.0,4994.955,0.0073,Axis Mutual Fund,AXISUSF,,2020-12-12
7.55% Poonawalla Fincorp Limited (25/03/2027) ,INE511C07946,CRISIL AAA,5000.0,4990.7,0.0073,Axis Mutual Fund,AXISUSF,,2020-12-12
8.94% Truhome Finance Limited (26/12/2025) ,INE432R07422,CRISIL AA,4500.0,4502.3085,0.0066,Axis Mutual Fund,AXISUSF,,2020-12-12
9.25% Shriram Finance Limited (19/12/2025) ,INE721A07RU2,CRISIL AA+,4500.0,4501.521,0.0066,Axis Mutual Fund,AXISUSF,,2020-12-12
7.57% National Bank For Agriculture and Rural Development (19/03/2026) ,INE261F08DW2,CRISIL AAA,4000.0,4008.96,0.0058,Axis Mutual Fund,AXISUSF,,2020-12-12
7.99% Mankind Pharma Limited (16/04/2026) ,INE634S07017,CRISIL AA+,3500.0,3509.8175,0.0051,Axis Mutual Fund,AXISUSF,,2020-12-12
7.7201% LIC Housing Finance Limited (12/02/2026) ,INE115A07QB9,CRISIL AAA,350.0,3505.7225,0.0051,Axis Mutual Fund,AXISUSF,,2020-12-12
8.38% Rajasthan State Development Loans (27/01/2026),IN2920150231,Sovereign,3000000.0,3009.828,0.0044,Axis Mutual Fund,AXISUSF,,2020-12-12
9.10% Shriram Finance Limited (18/03/2027) ,INE721A07RZ1,CRISIL AA+,2500.0,2543.235,0.0037,Axis Mutual Fund,AXISUSF,,2020-12-12
8.52% Muthoot Finance Limited (07/04/2028) ,INE414G07JN3,CRISIL AA+,2500.0,2535.3575,0.0037,Axis Mutual Fund,AXISUSF,,2020-12-12
8.75% Godrej Finance Limited (18/01/2027) ,INE02KN07022,CRISIL AA+,2500.0,2533.4775,0.0037,Axis Mutual Fund,AXISUSF,,2020-12-12
8.36% Godrej Industries Limited (28/08/2026) ,INE233A08121,CRISIL AA+,2500.0,2512.6725,0.0037,Axis Mutual Fund,AXISUSF,,2020-12-12
7.49% National Bank For Agriculture and Rural Development (15/10/2026) ,INE261F08EB4,CRISIL AAA,2500.0,2512.4525,0.0037,Axis Mutual Fund,AXISUSF,,2020-12-12
7.27% Tata Capital Housing Finance Limited (25/04/2028) ,INE033L07IN3,CRISIL AAA,2500.0,2508.045,0.0037,Axis Mutual Fund,AXISUSF,,2020-12-12
6.8% Embassy Office Parks REIT (07/09/2026) ,INE041007068,CRISIL AAA,250.0,2499.005,0.0036,Axis Mutual Fund,AXISUSF,,2020-12-12
8.32% Torrent Power Limited (28/02/2027) ,INE813H07382,CRISIL AA+,1900.0,1923.8279,0.0028,Axis Mutual Fund,AXISUSF,,2020-12-12
8.20% Tata Projects Limited (27/04/2026) ,INE725H08121,IND AA,1500.0,1503.744,0.0022,Axis Mutual Fund,AXISUSF,,2020-12-12
7.62% Tamilnadu State Development Loans (09/08/2026),IN3120160087,Sovereign,1000000.0,1012.292,0.0015,Axis Mutual Fund,AXISUSF,,2020-12-12
8.4% Nirma Limited (07/04/2026) ,INE091A07216,CRISIL AA,1000.0,1002.063,0.0015,Axis Mutual Fund,AXISUSF,,2020-12-12
7.64% Uttar Pradesh State Development Loans (29/03/2027),IN3320160358,Sovereign,500000.0,510.344,0.0007,Axis Mutual Fund,AXISUSF,,2020-12-12
7.63% Andhra Pradesh State Development Loans (09/08/2026),IN1020160066,Sovereign,500000.0,506.109,0.0007,Axis Mutual Fund,AXISUSF,,2020-12-12
9.4% IndoStar Capital Finance Limited (18/06/2027) ,INE896L07AL4,CARE AA-,500.0,501.292,0.0007,Axis Mutual Fund,AXISUSF,,2020-12-12
7.27% Sundaram Home Finance Limited (24/05/2027) ,INE667F07JA5,ICRA AAA,500.0,501.0135,0.0007,Axis Mutual Fund,AXISUSF,,2020-12-12
Sub Total,,,,308991.5771,0.4497,Axis Mutual Fund,AXISUSF,,2020-12-12
(b) Privately placed / Unlisted,,,,,,Axis Mutual Fund,AXISUSF,,2020-12-12
Sub Total,,,,,,Axis Mutual Fund,AXISUSF,,2020-12-12
(a) Listed / awaiting listing on Stock Exchange,,,,,,Axis Mutual Fund,AXISUSF,,2020-12-12
Sub Total,,,,,,Axis Mutual Fund,AXISUSF,,2020-12-12
7.7954% Reliance Life Sciences Private Limited (08/05/2026) #,INE11LM07023,CARE AAA,250.0,2509.38,0.0037,Axis Mutual Fund,AXISUSF,,2020-12-12
Sub Total,,,,2509.38,0.0037,Axis Mutual Fund,AXISUSF,,2020-12-12
Liquid Gold Series (20/10/2027) ,INE29DX15014,CRISIL AAA(SO),1157.0,7133.4061,0.0104,Axis Mutual Fund,AXISUSF,,2020-12-12
Liquid Gold Series (20/01/2028) ,INE2JYU15015,CRISIL AAA(SO),90.0,7102.2007,0.0103,Axis Mutual Fund,AXISUSF,,2020-12-12
Sansar Trust (25/04/2031) ,INE1WMT15017,CRISIL AAA(SO),500000000.0,5005.5,0.0073,Axis Mutual Fund,AXISUSF,,2020-12-12
India Universal Trust (21/11/2026) ,INE1CBK15011,CRISIL AAA(SO),85.0,3451.9419,0.005,Axis Mutual Fund,AXISUSF,,2020-12-12
India Universal Trust (20/09/2026) ,INE16J715019,IND AAA(SO),100.0,3029.4158,0.0044,Axis Mutual Fund,AXISUSF,,2020-12-12
Sansar Trust (25/06/2030) ,INE0YWN15017,CRISIL AAA(SO),500000000.0,2102.0,0.0031,Axis Mutual Fund,AXISUSF,,2020-12-12
Sub Total,,,,27824.4644,0.0405,Axis Mutual Fund,AXISUSF,,2020-12-12
Total,,,,339325.4215,0.4939,Axis Mutual Fund,AXISUSF,,2020-12-12
National Bank For Agriculture and Rural Development (24/03/2026) ,INE261F16991,CRISIL A1+,5000.0,24586.175,0.0358,Axis Mutual Fund,AXISUSF,,2020-12-12
Union Bank of India (20/05/2026) ,INE692A16KF2,IND A1+,5000.0,24331.2,0.0354,Axis Mutual Fund,AXISUSF,,2020-12-12
HDFC Bank Limited (04/06/2026) ,INE040A16HT1,CARE A1+,4000.0,19412.96,0.0283,Axis Mutual Fund,AXISUSF,,2020-12-12
HDFC Bank Limited (24/03/2026) ,INE040A16GS5,CRISIL A1+,3300.0,16227.5025,0.0236,Axis Mutual Fund,AXISUSF,,2020-12-12
IndusInd Bank Limited (20/01/2026) ,INE095A16X93,CRISIL A1+,3000.0,14901.795,0.0217,Axis Mutual Fund,AXISUSF,,2020-12-12
Small Industries Dev Bank of India (27/02/2026),INE556F16BB6,CARE A1+,3000.0,14811.51,0.0216,Axis Mutual Fund,AXISUSF,,2020-12-12
