Name of the Instrument,ISIN,Rating,Quantity,"Market/Fair Value
 (Rs. in Lakhs)","% to Net
 Assets",AMC Name,Scheme Name,Industry / Rating,Reporting Date
Small Industries Dev Bank of India (27/02/2026),INE556F16BB6,CARE A1+,200.0,986.638,0.0008,Axis Mutual Fund,AXISSTF,,2020-12-05
HDFC Bank Limited (24/03/2026) ,INE040A16GS5,CRISIL A1+,200.0,982.606,0.0008,Axis Mutual Fund,AXISSTF,,2020-12-05
Sub Total,,,,32848.264,0.0258,Axis Mutual Fund,AXISSTF,,2020-12-05
Small Industries Dev Bank of India (06/03/2026) ,INE556F14LU0,CRISIL A1+,1000.0,4927.835,0.0039,Axis Mutual Fund,AXISSTF,,2020-12-05
Sub Total,,,,4927.835,0.0039,Axis Mutual Fund,AXISSTF,,2020-12-05
Total,,,,37776.099,0.0297,Axis Mutual Fund,AXISSTF,,2020-12-05
SBI - Corporate Debt Market Development Fund (CDMDF) - Class A2,INF0RQ622028,,27480.142,3161.3325,0.0025,Axis Mutual Fund,AXISSTF,,2020-12-05
Sub Total,,,,3161.3325,0.0025,Axis Mutual Fund,AXISSTF,,2020-12-05
Total,,,,3161.3325,0.0025,Axis Mutual Fund,AXISSTF,,2020-12-05
Clearing Corporation of India Ltd,,,,31699.6266,0.0249,Axis Mutual Fund,AXISSTF,,2020-12-05
Sub Total,,,,31699.6266,0.0249,Axis Mutual Fund,AXISSTF,,2020-12-05
Total,,,,31699.6266,0.0249,Axis Mutual Fund,AXISSTF,,2020-12-05
Net Receivables / (Payables),,,,12641.8958,0.01,Axis Mutual Fund,AXISSTF,,2020-12-05
GRAND TOTAL,,,,1271116.08,1.0,Axis Mutual Fund,AXISSTF,,2020-12-05
Interest Rate Swaps Pay Floating Receive Fix -BARC (04/12/2027) (FV 5000 Lacs),,,,5.06,0.0,Axis Mutual Fund,AXISTAA,,2020-12-05
Interest Rate Swaps Pay Fix Receive Floating -ICISECPD (16/09/2027) (FV 2500 Lacs),,,,-0.5775,0.0,Axis Mutual Fund,AXISTAA,,2020-12-05
Interest Rate Swaps Pay Floating Receive Fix -DBS (06/11/2027) (FV 5000 Lacs),,,,-1.42,0.0,Axis Mutual Fund,AXISTAA,,2020-12-05
Interest Rate Swaps Pay Fix Receive Floating -ICICI BANK (14/07/2027) (FV 5000 Lacs),,,,-7.41,0.0,Axis Mutual Fund,AXISTAA,,2020-12-05
Interest Rate Swaps Pay Fix Receive Floating -ICISECPD (19/03/2026) (FV 5000 Lacs),,,,-7.455,0.0,Axis Mutual Fund,AXISTAA,,2020-12-05
Interest Rate Swaps Pay Fix Receive Floating -ICICI BANK (07/03/2026) (FV 5000 Lacs),,,,-7.56,0.0,Axis Mutual Fund,AXISTAA,,2020-12-05
Interest Rate Swaps Pay Fix Receive Floating -ICISECPD (06/03/2026) (FV 5000 Lacs),,,,-7.7,0.0,Axis Mutual Fund,AXISTAA,,2020-12-05
Interest Rate Swaps Pay Fix Receive Floating -ICICI BANK (04/04/2027) (FV 2500 Lacs),,,,-12.03,0.0,Axis Mutual Fund,AXISTAA,,2020-12-05
Interest Rate Swaps Pay Fix Receive Floating -ICICI BANK (20/03/2026) (FV 10000 Lacs),,,,-14.59,0.0,Axis Mutual Fund,AXISTAA,,2020-12-05
Interest Rate Swaps Pay Fix Receive Floating -ICICI BANK (10/03/2027) (FV 2500 Lacs),,,,-16.8275,0.0,Axis Mutual Fund,AXISTAA,,2020-12-05
Interest Rate Swaps Pay Fix Receive Floating -ICISECPD (07/02/2027) (FV 2500 Lacs),,,,-19.0,0.0,Axis Mutual Fund,AXISTAA,,2020-12-05
Sub Total,,,,-89.51,-0.0001,Axis Mutual Fund,AXISTAA,,2020-12-05
Total,,,,-89.51,-0.0001,Axis Mutual Fund,AXISTAA,,2020-12-05
7.43% Small Industries Dev Bank of India (31/08/2026) ,INE556F08KH1,CRISIL AAA,30500.0,30648.718,0.0424,Axis Mutual Fund,AXISTAA,,2020-12-05
7.44% Small Industries Dev Bank of India (04/09/2026) ,INE556F08KI9,CRISIL AAA,21960.0,22076.5417,0.0306,Axis Mutual Fund,AXISTAA,,2020-12-05
7.50% National Bank For Agriculture and Rural Development (31/08/2026) ,INE261F08EA6,CRISIL AAA,21500.0,21611.0905,0.0299,Axis Mutual Fund,AXISTAA,,2020-12-05
7.48% National Bank For Agriculture and Rural Development (15/09/2028) ,INE261F08EO7,CRISIL AAA,20000.0,20366.18,0.0282,Axis Mutual Fund,AXISTAA,,2020-12-05
4.04% Government of India (04/10/2028),IN0020210160,Sovereign,17425000.0,17602.1077,0.0244,Axis Mutual Fund,AXISTAA,,2020-12-05
7.86% Nexus Select Trust - REIT (16/06/2026) ,INE0NDH07019,CRISIL AAA,15000.0,15005.745,0.0208,Axis Mutual Fund,AXISTAA,,2020-12-05
7.55% Poonawalla Fincorp Limited (25/03/2027) ,INE511C07946,CRISIL AAA,14000.0,14003.78,0.0194,Axis Mutual Fund,AXISTAA,,2020-12-05
8.75% Motilal Oswal Finvest Limited (29/10/2027) ,INE01WN07136,ICRA AA+,12500.0,12633.975,0.0175,Axis Mutual Fund,AXISTAA,,2020-12-05
9% Piramal Finance Limited (28/06/2027) ,INE202B07JT0,CARE AA,12500.0,12589.2625,0.0174,Axis Mutual Fund,AXISTAA,,2020-12-05
7.59% REC Limited (31/05/2027) ,INE020B08FA2,CRISIL AAA,10000.0,10130.91,0.014,Axis Mutual Fund,AXISTAA,,2020-12-05
7.60% Poonawalla Fincorp Limited (28/05/2027) ,INE511C07870,CRISIL AAA,10000.0,9999.16,0.0138,Axis Mutual Fund,AXISTAA,,2020-12-05
7.70% REC Limited (31/08/2026) ,INE020B08FC8,ICRA AAA,9000.0,9063.45,0.0125,Axis Mutual Fund,AXISTAA,,2020-12-05
7.70% National Bank For Agriculture and Rural Development (30/09/2027) ,INE261F08EI9,ICRA AAA,8500.0,8644.2705,0.012,Axis Mutual Fund,AXISTAA,,2020-12-05
JTPM Metal Traders Limited (29/09/2028) (ZCB) ,INE02PE08036,CRISIL AA,7500.0,7711.9125,0.0107,Axis Mutual Fund,AXISTAA,,2020-12-05
7.29% West Bengal State Development Loans (28/12/2026),IN3420160126,Sovereign,7428400.0,7542.5745,0.0104,Axis Mutual Fund,AXISTAA,,2020-12-05
7.7201% LIC Housing Finance Limited (12/02/2026) ,INE115A07QB9,CRISIL AAA,750.0,7515.18,0.0104,Axis Mutual Fund,AXISTAA,,2020-12-05
6.73% Power Finance Corporation Limited (15/10/2027) ,INE134E08NW3,CRISIL AAA,7500.0,7512.9075,0.0104,Axis Mutual Fund,AXISTAA,,2020-12-05
09.15% Shriram Finance Limited (28/06/2029) ,INE721A07SD6,CRISIL AA+,7000.0,7314.195,0.0101,Axis Mutual Fund,AXISTAA,,2020-12-05
Jubilant Beverages Limited (31/05/2028) (ZCB) ,INE1D4O08012,CRISIL AA,6500.0,6927.8495,0.0096,Axis Mutual Fund,AXISTAA,,2020-12-05
7.1% West Bangal State Development Loans (14/12/2026),IN3420160118,Sovereign,6634700.0,6720.9179,0.0093,Axis Mutual Fund,AXISTAA,,2020-12-05
7.86% Karnataka State Development Loans (15/03/2027),IN1920160117,Sovereign,6500000.0,6641.765,0.0092,Axis Mutual Fund,AXISTAA,,2020-12-05
7.55% Small Industries Dev Bank of India (22/09/2026) ,INE556F08KJ7,CRISIL AAA,6500.0,6543.1795,0.0091,Axis Mutual Fund,AXISTAA,,2020-12-05
8.4% DLF Cyber City Developers Limited (18/06/2027) ,INE186K07098,ICRA AAA,5100.0,5183.487,0.0072,Axis Mutual Fund,AXISTAA,,2020-12-05
8.65% Bharti Telecom Limited (05/11/2027) ,INE403D08231,CRISIL AAA,5000.0,5119.585,0.0071,Axis Mutual Fund,AXISTAA,,2020-12-05
7.59% Karnataka State Development Loans (29/03/2027),IN1920160125,Sovereign,5000000.0,5095.525,0.0071,Axis Mutual Fund,AXISTAA,,2020-12-05
8.60% Muthoot Finance Limited (02/03/2028) ,INE414G07JM5,CRISIL AA+,5000.0,5085.645,0.007,Axis Mutual Fund,AXISTAA,,2020-12-05
7.79% Small Industries Dev Bank of India (14/05/2027) ,INE556F08KM1,CRISIL AAA,5000.0,5079.64,0.007,Axis Mutual Fund,AXISTAA,,2020-12-05
8.52% Muthoot Finance Limited (07/04/2028) ,INE414G07JN3,CRISIL AA+,5000.0,5076.37,0.007,Axis Mutual Fund,AXISTAA,,2020-12-05
7.7165% Nexus Select Trust - REIT (14/06/2028) ,INE0NDH07035,CRISIL AAA,5000.0,5075.985,0.007,Axis Mutual Fund,AXISTAA,,2020-12-05
8.10% Godrej Industries Limited (22/05/2028) ,INE233A08154,CRISIL AA+,5000.0,5071.415,0.007,Axis Mutual Fund,AXISTAA,,2020-12-05
7.8% National Bank For Agriculture and Rural Development (15/03/2027),INE261F08EF5,ICRA AAA,5000.0,5068.39,0.007,Axis Mutual Fund,AXISTAA,,2020-12-05
8.33% Tata Projects Limited (24/06/2027) ,INE725H08188,IND AA,5000.0,5064.22,0.007,Axis Mutual Fund,AXISTAA,,2020-12-05
8.18% Haryana Uday Bond (15/06/2026),IN1620160052,Sovereign,5000000.0,5060.115,0.007,Axis Mutual Fund,AXISTAA,,2020-12-05
8.55% Nomura Capital India Pvt Limited (30/04/2026) ,INE357L07465,IND AAA,5000.0,5026.81,0.007,Axis Mutual Fund,AXISTAA,,2020-12-05
8.46% Aditya Birla Capital Limited (26/02/2027) (FRN) ,INE860H07IX6,ICRA AAA,5000.0,5022.24,0.007,Axis Mutual Fund,AXISTAA,,2020-12-05
8.15% Godrej Properties Limited (03/07/2026) ,INE484J08048,ICRA AA+,5000.0,5021.655,0.007,Axis Mutual Fund,AXISTAA,,2020-12-05
7.88% Muthoot Finance Limited (22/11/2028) ,INE414G07JS2,CRISIL AA+,5000.0,5013.535,0.0069,Axis Mutual Fund,AXISTAA,,2020-12-05
6.60% REC Limited (30/06/2027),INE020B08FZ9,ICRA AAA,5000.0,4997.975,0.0069,Axis Mutual Fund,AXISTAA,,2020-12-05
7.59% Karnataka State Development Loans (15/02/2027),IN1920160091,Sovereign,4500000.0,4578.1965,0.0063,Axis Mutual Fund,AXISTAA,,2020-12-05
8.52% Muthoot Finance Limited (26/05/2028) ,INE414G07JO1,CRISIL AA+,4500.0,4572.135,0.0063,Axis Mutual Fund,AXISTAA,,2020-12-05
8.75% Piramal Finance Limited (29/10/2027) ,INE202B07JW4,ICRA AA,4500.0,4515.1245,0.0063,Axis Mutual Fund,AXISTAA,,2020-12-05
8.75% 360 One Prime Limited (10/09/2027) ,INE248U07GA9,ICRA AA,4500.0,4498.4475,0.0062,Axis Mutual Fund,AXISTAA,,2020-12-05
7.53% National Bank For Agriculture and Rural Development (24/03/2028) ,INE261F08EM1,ICRA AAA,4000.0,4068.956,0.0056,Axis Mutual Fund,AXISTAA,,2020-12-05
6.92% DLF Cyber City Developers Limited (28/07/2028) ,INE186K07122,CRISIL AAA,3500.0,3503.71,0.0049,Axis Mutual Fund,AXISTAA,,2020-12-05
8.27% Haryana State Development Loans (09/12/2025),IN1620150103,Sovereign,3500000.0,3500.784,0.0048,Axis Mutual Fund,AXISTAA,,2020-12-05
Jubilant Bevco Limited (31/05/2028) (ZCB) ,INE1D4P08019,CRISIL AA,3000.0,3207.687,0.0044,Axis Mutual Fund,AXISTAA,,2020-12-05
8.65% Aadhar Housing Finance Limited (20/08/2027) ,INE883F07330,ICRA AA,3000.0,3055.02,0.0042,Axis Mutual Fund,AXISTAA,,2020-12-05
8.49% Kerala State Development Loans (10/02/2026),IN2020150156,Sovereign,3030000.0,3044.4743,0.0042,Axis Mutual Fund,AXISTAA,,2020-12-05
8.05% Muthoot Finance Limited (25/11/2027),INE414G07JQ6,CRISIL AA+,3000.0,3024.303,0.0042,Axis Mutual Fund,AXISTAA,,2020-12-05
7.88% IndiGRID Infrastructure Trust (30/04/2029) ,INE219X07439,CRISIL AAA,2500.0,2574.035,0.0036,Axis Mutual Fund,AXISTAA,,2020-12-05
7.68% Small Industries Dev Bank of India (10/08/2027) ,INE556F08KP4,CRISIL AAA,2500.0,2540.26,0.0035,Axis Mutual Fund,AXISTAA,,2020-12-05
7.79% Small Industries Dev Bank of India (19/04/2027) ,INE556F08KK5,CRISIL AAA,2500.0,2537.685,0.0035,Axis Mutual Fund,AXISTAA,,2020-12-05
8.60% Aditya Birla Renewables Limited (24/09/2027) ,INE01QP08016,CRISIL AA,2500.0,2536.7025,0.0035,Axis Mutual Fund,AXISTAA,,2020-12-05
7.1% Bihar State Development Loans (14/12/2026),IN1320160121,Sovereign,2500000.0,2532.395,0.0035,Axis Mutual Fund,AXISTAA,,2020-12-05
7.19% Gujarat State Development Loans (25/01/2027),IN1520160186,Sovereign,2500000.0,2530.715,0.0035,Axis Mutual Fund,AXISTAA,,2020-12-05
8.53% Uttar Pradesh State Development Loans (10/02/2026),IN3320150375,Sovereign,2500000.0,2511.9475,0.0035,Axis Mutual Fund,AXISTAA,,2020-12-05
7.123% Tata Capital Housing Finance Limited (21/07/2027),INE033L07IO1,CRISIL AAA,2500.0,2509.1425,0.0035,Axis Mutual Fund,AXISTAA,,2020-12-05
6.90% LIC Housing Finance Limited (17/09/2027) ,INE115A07RH4,CRISIL AAA,2500.0,2503.9175,0.0035,Axis Mutual Fund,AXISTAA,,2020-12-05
7.3% Bharti Telecom Limited (01/12/2027) ,INE403D08306,CRISIL AAA,2500.0,2501.57,0.0035,Axis Mutual Fund,AXISTAA,,2020-12-05
Power Finance Corporation Limited (25/08/2026) (ZCB) ,INE134E08MS3,CRISIL AAA,2500.0,2387.655,0.0033,Axis Mutual Fund,AXISTAA,,2020-12-05
7.83% National Bank For Agriculture and Rural Development (30/12/2026) ,INE261F08ED0,CRISIL AAA,2000.0,2024.03,0.0028,Axis Mutual Fund,AXISTAA,,2020-12-05
7.22% Embassy Office Parks REIT (16/05/2028) ,INE041007175,CRISIL AAA,2000.0,2010.052,0.0028,Axis Mutual Fund,AXISTAA,,2020-12-05
7.05% Embassy Office Parks REIT (18/10/2026) ,INE041007084,CRISIL AAA,200.0,2003.852,0.0028,Axis Mutual Fund,AXISTAA,,2020-12-05
8.27% Haryana State Development Loans (23/12/2025),IN1620150111,Sovereign,1500000.0,1501.908,0.0021,Axis Mutual Fund,AXISTAA,,2020-12-05
6.09% Power Finance Corporation Limited (27/08/2026) ,INE134E08LK2,CRISIL AAA,150.0,1494.039,0.0021,Axis Mutual Fund,AXISTAA,,2020-12-05
6.90% Government of India (04/02/2026),IN0020089069,Sovereign,1050000.0,1051.8995,0.0015,Axis Mutual Fund,AXISTAA,,2020-12-05
8.95% Muthoot Finance Limited (03/05/2027) ,INE414G07JD4,CRISIL AA+,1000.0,1017.151,0.0014,Axis Mutual Fund,AXISTAA,,2020-12-05
7.35% Bharti Telecom Limited (15/10/2027) ,INE403D08272,CRISIL AAA,1000.0,1001.37,0.0014,Axis Mutual Fund,AXISTAA,,2020-12-05
7.58% National Bank For Agriculture and Rural Development (31/07/2026) ,INE261F08DX0,CRISIL AAA,500.0,502.5045,0.0007,Axis Mutual Fund,AXISTAA,,2020-12-05
8.0736% HDB Financial Services Limited (17/04/2026) ,INE756I07EP9,CRISIL AAA,500.0,501.341,0.0007,Axis Mutual Fund,AXISTAA,,2020-12-05
8.15% Samvardhana Motherson International Limited (23/01/2026) ,INE775A08089,IND AAA,500.0,500.8105,0.0007,Axis Mutual Fund,AXISTAA,,2020-12-05
6.89% Bihar State Development Loans (23/11/2026),IN1320160113,Sovereign,476000.0,481.2727,0.0007,Axis Mutual Fund,AXISTAA,,2020-12-05
6.88% West Bangal State Development Loans (23/11/2026),IN3420160100,Sovereign,476000.0,481.1789,0.0007,Axis Mutual Fund,AXISTAA,,2020-12-05
8% Government of India (23/03/2026),IN0020089077,Sovereign,440000.0,442.8261,0.0006,Axis Mutual Fund,AXISTAA,,2020-12-05
6.43% Assam State Development Loans (17/03/2026),IN1220200340,Sovereign,323000.0,323.677,0.0004,Axis Mutual Fund,AXISTAA,,2020-12-05
7.9265% LIC Housing Finance Limited (14/07/2027) ,INE115A07QS3,CRISIL AAA,250.0,254.0638,0.0004,Axis Mutual Fund,AXISTAA,,2020-12-05
7.95% Government of India (18/02/2026),IN0020079037,Sovereign,200000.0,200.807,0.0003,Axis Mutual Fund,AXISTAA,,2020-12-05
8.48% Rajasthan State Development Loans (10/02/2026),IN2920150249,Sovereign,70000.0,70.3303,0.0001,Axis Mutual Fund,AXISTAA,,2020-12-05
8.75% Shriram Finance Limited (05/10/2026),INE721A07RQ0,CRISIL AA+,50.0,50.4916,0.0001,Axis Mutual Fund,AXISTAA,,2020-12-05
Sub Total,,,,435016.7318,0.6022,Axis Mutual Fund,AXISTAA,,2020-12-05
(b) Privately placed / Unlisted,,,,,,Axis Mutual Fund,AXISTAA,,2020-12-05
Sub Total,,,,,,Axis Mutual Fund,AXISTAA,,2020-12-05
(a) Listed / awaiting listing on Stock Exchange,,,,,,Axis Mutual Fund,AXISTAA,,2020-12-05
Sub Total,,,,,,Axis Mutual Fund,AXISTAA,,2020-12-05
7.7954% Reliance Life Sciences Private Limited (08/05/2026) #,INE11LM07023,CARE AAA,750.0,7532.85,0.0104,Axis Mutual Fund,AXISTAA,,2020-12-05
7.7954% Reliance Life Sciences Private Limited (05/11/2027) #,INE11LM07031,CARE AAA,250.0,2531.5075,0.0035,Axis Mutual Fund,AXISTAA,,2020-12-05
Sub Total,,,,10064.3575,0.0139,Axis Mutual Fund,AXISTAA,,2020-12-05
Liquid Gold Series (20/01/2028) ,INE2JYU15015,CRISIL AAA(SO),100.0,7896.2912,0.0109,Axis Mutual Fund,AXISTAA,,2020-12-05
Sansar Trust (25/04/2031) ,INE1WMT15017,CRISIL AAA(SO),500000000.0,5008.5,0.0069,Axis Mutual Fund,AXISTAA,,2020-12-05
Siddhivinayak Securitisation Trust (28/09/2030) ,INE2I7F15012,CRISIL AAA(SO),47.0,4775.0367,0.0066,Axis Mutual Fund,AXISTAA,,2020-12-05
Shivshakti Securitisation Trust (28/09/2029) ,INE2I7G15010,CRISIL AAA(SO),47.0,4768.6613,0.0066,Axis Mutual Fund,AXISTAA,,2020-12-05
Sansar Trust (25/06/2030) ,INE0YWN15017,CRISIL AAA(SO),1000000000.0,4207.0,0.0058,Axis Mutual Fund,AXISTAA,,2020-12-05
India Universal Trust (20/07/2027) ,INE16J715027,IND AAA(SO),50.0,4184.9428,0.0058,Axis Mutual Fund,AXISTAA,,2020-12-05
Radhakrishna Securitisation Trust (28/09/2028) ,INE2I7H15018,CRISIL AAA(SO),31.0,3138.6207,0.0043,Axis Mutual Fund,AXISTAA,,2020-12-05
India Universal Trust (20/09/2026) ,INE16J715019,IND AAA(SO),100.0,3031.0729,0.0042,Axis Mutual Fund,AXISTAA,,2020-12-05
India Universal Trust (21/11/2027) ,INE1CBK15029,CRISIL AAA(SO),37.0,2837.1471,0.0039,Axis Mutual Fund,AXISTAA,,2020-12-05
Sansar Trust (17/03/2028) ,INE0RVR15014,CRISIL AAA(SO),476900778.0,1661.9992,0.0023,Axis Mutual Fund,AXISTAA,,2020-12-05
India Universal Trust (21/11/2026) ,INE1CBK15011,CRISIL AAA(SO),33.0,1341.2406,0.0019,Axis Mutual Fund,AXISTAA,,2020-12-05
Sub Total,,,,42850.5123,0.0593,Axis Mutual Fund,AXISTAA,,2020-12-05
Total,,,,487931.6017,0.6755,Axis Mutual Fund,AXISTAA,,2020-12-05
HDFC Bank Limited (19/05/2026) ,INE040A16GW7,CARE A1+,4000.0,19452.0,0.0269,Axis Mutual Fund,AXISTAA,,2020-12-05
Bank of Baroda (27/01/2026) ,INE028A16JH7,IND A1+,3500.0,17350.935,0.024,Axis Mutual Fund,AXISTAA,,2020-12-05
Union Bank of India (26/05/2026),INE692A16KG0,ICRA A1+,3000.0,14572.29,0.0202,Axis Mutual Fund,AXISTAA,,2020-12-05
Bank of Baroda (23/02/2026),INE028A16JO3,IND A1+,2500.0,12342.0,0.0171,Axis Mutual Fund,AXISTAA,,2020-12-05
Indian Bank (04/02/2026) ,INE562A16OA0,CRISIL A1+,2000.0,9901.85,0.0137,Axis Mutual Fund,AXISTAA,,2020-12-05
IDBI Bank Limited (05/02/2026) ,INE008A16X73,CRISIL A1+,2000.0,9898.51,0.0137,Axis Mutual Fund,AXISTAA,,2020-12-05
HDFC Bank Limited (25/02/2026) ,INE040A16GJ4,CRISIL A1+,2000.0,9870.22,0.0137,Axis Mutual Fund,AXISTAA,,2020-12-05
IDFC First Bank Limited (27/02/2026) ,INE092T16YX9,CRISIL A1+,2000.0,9864.85,0.0137,Axis Mutual Fund,AXISTAA,,2020-12-05
HDFC Bank Limited (09/03/2026) ,INE040A16HM6,CARE A1+,2000.0,9849.8,0.0136,Axis Mutual Fund,AXISTAA,,2020-12-05
IndusInd Bank Limited (11/03/2026) ,INE095A16Z42,CRISIL A1+,2000.0,9840.82,0.0136,Axis Mutual Fund,AXISTAA,,2020-12-05
Union Bank of India (15/05/2026) ,INE692A16KC9,IND A1+,2000.0,9732.71,0.0135,Axis Mutual Fund,AXISTAA,,2020-12-05
Small Industries Dev Bank of India (04/12/2026) ,INE556F16BS0,CARE A1+,2000.0,9395.45,0.013,Axis Mutual Fund,AXISTAA,,2020-12-05
Bank of Baroda (06/02/2026) ,INE028A16JM7,IND A1+,1500.0,7423.8975,0.0103,Axis Mutual Fund,AXISTAA,,2020-12-05
Canara Bank (27/01/2026) ,INE476A16E12,CRISIL A1+,1000.0,4957.695,0.0069,Axis Mutual Fund,AXISTAA,,2020-12-05
HDFC Bank Limited (13/11/2026) ,INE040A16HW5,CARE A1+,1000.0,4714.42,0.0065,Axis Mutual Fund,AXISTAA,,2020-12-05
Canara Bank (12/03/2026) ,INE476A16B23,CRISIL A1+,700.0,3445.8025,0.0048,Axis Mutual Fund,AXISTAA,,2020-12-05
Kotak Mahindra Bank Limited (11/12/2025) ,INE237A160Z6,CRISIL A1+,500.0,2498.045,0.0035,Axis Mutual Fund,AXISTAA,,2020-12-05
Bank of Baroda (16/12/2025) ,INE028A16ID8,IND A1+,500.0,2496.065,0.0035,Axis Mutual Fund,AXISTAA,,2020-12-05
IDBI Bank Limited (03/02/2026) ,INE008A16X65,CRISIL A1+,500.0,2475.63,0.0034,Axis Mutual Fund,AXISTAA,,2020-12-05
HDFC Bank Limited (06/02/2026),INE040A16GF2,CARE A1+,500.0,2474.59,0.0034,Axis Mutual Fund,AXISTAA,,2020-12-05
Canara Bank (20/02/2026) ,INE476A16A57,CRISIL A1+,500.0,2469.66,0.0034,Axis Mutual Fund,AXISTAA,,2020-12-05
HDFC Bank Limited (24/03/2026) ,INE040A16GS5,CRISIL A1+,500.0,2456.515,0.0034,Axis Mutual Fund,AXISTAA,,2020-12-05
Union Bank of India (20/05/2026) ,INE692A16KF2,IND A1+,500.0,2431.1475,0.0034,Axis Mutual Fund,AXISTAA,,2020-12-05
Sub Total,,,,179914.9025,0.2491,Axis Mutual Fund,AXISTAA,,2020-12-05
Small Industries Dev Bank of India (06/03/2026) ,INE556F14LU0,CRISIL A1+,1000.0,4927.835,0.0068,Axis Mutual Fund,AXISTAA,,2020-12-05
Sub Total,,,,4927.835,0.0068,Axis Mutual Fund,AXISTAA,,2020-12-05
182 Days Tbill (MD 30/04/2026),IN002025Y313,Sovereign,25000000.0,24470.45,0.0339,Axis Mutual Fund,AXISTAA,,2020-12-05
182 Days Tbill (MD 08/01/2026),IN002025Y156,Sovereign,3500000.0,3483.459,0.0048,Axis Mutual Fund,AXISTAA,,2020-12-05
Sub Total,,,,27953.909,0.0387,Axis Mutual Fund,AXISTAA,,2020-12-05
Total,,,,212796.6465,0.2946,Axis Mutual Fund,AXISTAA,,2020-12-05
SBI - Corporate Debt Market Development Fund (CDMDF) - Class A2,INF0RQ622028,,14475.827,1665.3081,0.0023,Axis Mutual Fund,AXISTAA,,2020-12-05
Sub Total,,,,1665.3081,0.0023,Axis Mutual Fund,AXISTAA,,2020-12-05
Total,,,,1665.3081,0.0023,Axis Mutual Fund,AXISTAA,,2020-12-05
Clearing Corporation of India Ltd,,,,7616.4512,0.0105,Axis Mutual Fund,AXISTAA,,2020-12-05
Sub Total,,,,7616.4512,0.0105,Axis Mutual Fund,AXISTAA,,2020-12-05
Total,,,,7616.4512,0.0105,Axis Mutual Fund,AXISTAA,,2020-12-05
Net Receivables / (Payables),,,,12432.4425,0.0172,Axis Mutual Fund,AXISTAA,,2020-12-05
GRAND TOTAL,,,,722352.94,1.0,Axis Mutual Fund,AXISTAA,,2020-12-05
Interest Rate Swaps Pay Fix Receive Floating -NOMURA (15/06/2026) (FV 20000 Lacs),,,,-0.74,0.0,Axis Mutual Fund,AXISUSF,,2020-12-05
Interest Rate Swaps Pay Fix Receive Floating -HSBC BANK (30/09/2027) (FV 10000 Lacs),,,,-1.78,0.0,Axis Mutual Fund,AXISUSF,,2020-12-05
Interest Rate Swaps Pay Fix Receive Floating -ICISECPD (12/03/2026) (FV 25000 Lacs),,,,-2.0,0.0,Axis Mutual Fund,AXISUSF,,2020-12-05
Interest Rate Swaps Pay Fix Receive Floating -NOMURA (23/01/2026) (FV 7500 Lacs),,,,-7.59,0.0,Axis Mutual Fund,AXISUSF,,2020-12-05
Interest Rate Swaps Pay Fix Receive Floating -HSBC BANK (30/01/2026) (FV 7500 Lacs),,,,-8.085,0.0,Axis Mutual Fund,AXISUSF,,2020-12-05
Sub Total,,,,-20.195,0.0,Axis Mutual Fund,AXISUSF,,2020-12-05
Total,,,,-20.195,0.0,Axis Mutual Fund,AXISUSF,,2020-12-05
7.78% Bajaj Housing Finance Limited (26/05/2026) ,INE377Y07425,CRISIL AAA,2000.0,20089.58,0.0288,Axis Mutual Fund,AXISUSF,,2020-12-05
8.15% Godrej Properties Limited (03/07/2026) ,INE484J08048,ICRA AA+,14000.0,14060.634,0.0202,Axis Mutual Fund,AXISUSF,,2020-12-05
8.43% Tata Projects Limited (06/02/2026) ,INE725H08154,IND AA,12900.0,12932.5983,0.0186,Axis Mutual Fund,AXISUSF,,2020-12-05
7.86% Karnataka State Development Loans (15/03/2027),IN1920160117,Sovereign,11500000.0,11750.815,0.0169,Axis Mutual Fund,AXISUSF,,2020-12-05
7.9237% Bajaj Housing Finance Limited (16/03/2026) ,INE377Y07375,CRISIL AAA,1100.0,11043.659,0.0159,Axis Mutual Fund,AXISUSF,,2020-12-05
7.59% Small Industries Dev Bank of India (10/02/2026),INE556F08KG3,CRISIL AAA,10500.0,10523.415,0.0151,Axis Mutual Fund,AXISUSF,,2020-12-05
7.29% Bihar State Development Loans (28/12/2026),IN1320160139,Sovereign,9940400.0,10092.7963,0.0145,Axis Mutual Fund,AXISUSF,,2020-12-05
8.05% Muthoot Finance Limited (25/11/2027),INE414G07JQ6,CRISIL AA+,10000.0,10081.01,0.0145,Axis Mutual Fund,AXISUSF,,2020-12-05
9% Piramal Finance Limited (28/06/2027) ,INE202B07JT0,CARE AA,10000.0,10071.41,0.0145,Axis Mutual Fund,AXISUSF,,2020-12-05
8.25% Narayana Hrudayalaya Limited (19/03/2029) ,INE410P08016,ICRA AA,10000.0,10067.53,0.0145,Axis Mutual Fund,AXISUSF,,2020-12-05
7.1% Torrent Power Limited (11/03/2026) ,INE813H07184,CRISIL AA+,1000.0,10006.22,0.0144,Axis Mutual Fund,AXISUSF,,2020-12-05
7.74% Tamilnadu State Development Loans (01/03/2027),IN3120161309,Sovereign,9000000.0,9177.813,0.0132,Axis Mutual Fund,AXISUSF,,2020-12-05
7.62% Tamilnadu State Development Loans (29/03/2027),IN3120161424,Sovereign,8500000.0,8665.563,0.0124,Axis Mutual Fund,AXISUSF,,2020-12-05
